row_num,date,kot,season,round_type,round,home_team,home_team_city,away_team,away_team_city,referee,attendance,home_score,away_score,home_won,away_won,draw,home_pos_b4_game,away_pos_b4_game,underdog,home_position,away_position,kot_15_16,kot_16_17,kot_17_18,kot_18_19,kot_19_20,kot_20_21,kot_21_22,kot_22_23,derby,while_world_cup,while_champion_league,while_european_games,home_promoted,home_league_pts,home_is_relegated,home_is_champion,away_promoted,away_league_pts,away_is_relegated,away_is_champion,game_stadium,capacity,att_ratio,ln(attendance),ln(capacity),built_in,stadium_age,stadium_age_squared,home_team_stadium,away_team_stadium,distance_in_km,home_key,away_key
1662,07/04/2019,19:00,2018,Relegation Round,3,Hapoel Raanana,Ramat Gan,FC Ashdod,Ashdod,Liran Liany,600,1,2,0,1,0,4,3,FC Ashdod,6,7,0,0,0,0,1,0,0,0,0,0,0,1,0,2,,,0,6,,,Ramat Gan,41583,0.014428973,6.396929655,10.63544671,1950,69,4761,Ramat Gan,Yud-Alef,36.21974077,2018 - Relegation Round - 3 - Hapoel Raanana,2018 - Relegation Round - 3 - FC Ashdod
1663,08/04/2019,21:00,2018,Relegation Round,3,Hapoel Tel Aviv,Petah Tikva,Beitar Jerusalem,Jerusalem,Ziv Adler,8000,1,2,0,1,0,1,7,Beitar Jerusalem,1,3,0,0,0,0,0,0,1,0,0,0,0,1,1,4,,,0,5,,,HaMoshava,11500,0.695652174,8.987196821,9.350102314,2011,8,64,HaMoshava,Teddy,49.8367755,2018 - Relegation Round - 3 - Hapoel Tel Aviv,2018 - Relegation Round - 3 - Beitar Jerusalem
1664,13/04/2019,18:00,2018,Relegation Round,4,Hapoel Haifa,Haifa,Hapoel Raanana,Ramat Gan,Daniel Bar Natan,2340,0,2,0,1,0,8,7,Hapoel Haifa,4,3,0,0,0,1,0,0,0,0,0,0,0,1,0,2,,,0,5,,,Sammy Ofer,30858,0.075831227,7.757906208,10.33715132,2014,5,25,Sammy Ofer,Ramat Gan,76.83884234,2018 - Relegation Round - 4 - Hapoel Haifa,2018 - Relegation Round - 4 - Hapoel Raanana
1665,13/04/2019,18:00,2018,Relegation Round,4,Hapoel Tel Aviv,Petah Tikva,Ironi Kiryat Shmona,Kiryat Shmona,Erez Papir,4500,2,2,0,0,1,4,5,Ironi Kiryat Shmona,2,5,0,0,0,1,0,0,0,0,0,0,0,1,1,5,,,0,4,,,HaMoshava,11500,0.391304348,8.411832676,9.350102314,2011,8,64,HaMoshava,Kiryat Shmona Municipal,139.3706367,2018 - Relegation Round - 4 - Hapoel Tel Aviv,2018 - Relegation Round - 4 - Ironi Kiryat Shmona
1666,13/04/2019,19:00,2018,Relegation Round,4,FC Ashdod,Ashdod,Ihud Bnei Sakhnin,Sakhnin,Orel Grinfeld,500,1,2,0,1,0,1,6,Ihud Bnei Sakhnin,7,8,0,0,0,0,1,0,0,0,0,0,0,1,0,6,,,0,6,,,Yud-Alef,7800,0.064102564,6.214608098,8.961879013,1966,53,2809,Yud-Alef,Doha,132.6922934,2018 - Relegation Round - 4 - FC Ashdod,2018 - Relegation Round - 4 - Ihud Bnei Sakhnin
1667,13/04/2019,20:30,2018,Relegation Round,4,Beitar Jerusalem,Jerusalem,Maccabi Petah Tikva,Petah Tikva,Gal Leibovitz,5000,4,1,1,0,0,3,2,Maccabi Petah Tikva,1,6,0,0,0,0,0,1,0,0,0,0,0,1,0,8,,,0,5,,,Teddy,31733,0.15756468,8.517193191,10.36511243,1990,29,841,Teddy,HaMoshava,49.8367755,2018 - Relegation Round - 4 - Beitar Jerusalem,2018 - Relegation Round - 4 - Maccabi Petah Tikva
1668,27/04/2019,20:30,2018,Relegation Round,5,Ironi Kiryat Shmona,Kiryat Shmona,Beitar Jerusalem,Jerusalem,Eitan Shmuelevic,667,0,1,0,1,0,7,1,Ironi Kiryat Shmona,5,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,,0,11,,,Kiryat Shmona Municipal,5300,0.125849057,6.502790046,8.5754621,1989,30,900,Kiryat Shmona Municipal,Teddy,165.5846248,2018 - Relegation Round - 5 - Ironi Kiryat Shmona,2018 - Relegation Round - 5 - Beitar Jerusalem
1669,27/04/2019,20:30,2018,Relegation Round,5,Hapoel Raanana,Ramat Gan,Hapoel Tel Aviv,Petah Tikva,Idan Leiba,1500,2,1,1,0,0,5,4,Hapoel Tel Aviv,2,4,0,0,0,0,0,1,0,0,0,0,0,1,0,8,,,1,5,,,Ramat Gan,41583,0.036072433,7.313220387,10.63544671,1950,69,4761,Ramat Gan,HaMoshava,3.877538059,2018 - Relegation Round - 5 - Hapoel Raanana,2018 - Relegation Round - 5 - Hapoel Tel Aviv
1670,27/04/2019,20:30,2018,Relegation Round,5,Ihud Bnei Sakhnin,Sakhnin,Hapoel Haifa,Haifa,Gal Leibovitz,1150,1,2,0,1,0,2,8,Ihud Bnei Sakhnin,8,3,0,0,0,0,0,1,0,0,0,0,0,1,0,6,,,0,5,,,Doha,8500,0.135294118,7.047517221,9.047821442,2006,13,169,Doha,Sammy Ofer,33.65495909,2018 - Relegation Round - 5 - Ihud Bnei Sakhnin,2018 - Relegation Round - 5 - Hapoel Haifa
1671,27/04/2019,20:30,2018,Relegation Round,5,Maccabi Petah Tikva,Petah Tikva,FC Ashdod,Ashdod,Liran Liany,700,0,3,0,1,0,6,3,FC Ashdod,6,7,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,,0,9,,,HaMoshava,11500,0.060869565,6.551080335,9.350102314,2011,8,64,HaMoshava,Yud-Alef,38.5117967,2018 - Relegation Round - 5 - Maccabi Petah Tikva,2018 - Relegation Round - 5 - FC Ashdod
1672,04/05/2019,20:30,2018,Relegation Round,6,Beitar Jerusalem,Jerusalem,FC Ashdod,Ashdod,Gal Leibovitz,15000,2,3,0,1,0,1,2,FC Ashdod,1,7,0,0,0,0,0,1,0,0,0,0,0,1,0,11,,,0,12,,,Teddy,31733,0.472694041,9.61580548,10.36511243,1990,29,841,Teddy,Yud-Alef,51.78822461,2018 - Relegation Round - 6 - Beitar Jerusalem,2018 - Relegation Round - 6 - FC Ashdod
1673,04/05/2019,20:30,2018,Relegation Round,6,Hapoel Haifa,Haifa,Maccabi Petah Tikva,Petah Tikva,Ziv Adler,2430,0,3,0,1,0,6,7,Maccabi Petah Tikva,4,5,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,,0,8,,,Sammy Ofer,30858,0.078747813,7.795646536,10.33715132,2014,5,25,Sammy Ofer,HaMoshava,75.84154504,2018 - Relegation Round - 6 - Hapoel Haifa,2018 - Relegation Round - 6 - Maccabi Petah Tikva
1674,04/05/2019,20:30,2018,Relegation Round,6,Hapoel Tel Aviv,Petah Tikva,Ihud Bnei Sakhnin,Sakhnin,Shalom Ben Avraham,4600,3,0,1,0,0,5,4,Ihud Bnei Sakhnin,2,8,0,0,0,0,0,1,0,0,0,0,0,1,1,8,,,0,6,,,HaMoshava,11500,0.4,8.433811582,9.350102314,2011,8,64,HaMoshava,Doha,94.32869935,2018 - Relegation Round - 6 - Hapoel Tel Aviv,2018 - Relegation Round - 6 - Ihud Bnei Sakhnin
1675,04/05/2019,20:30,2018,Relegation Round,6,Ironi Kiryat Shmona,Kiryat Shmona,Hapoel Raanana,Ramat Gan,Daniel Bar Natan,1315,0,0,0,0,1,8,3,Ironi Kiryat Shmona,6,3,0,0,0,0,0,1,0,0,0,0,0,1,0,5,0,,0,9,,,Kiryat Shmona Municipal,5300,0.248113208,7.181591945,8.5754621,1989,30,900,Kiryat Shmona Municipal,Ramat Gan,141.6183986,2018 - Relegation Round - 6 - Ironi Kiryat Shmona,2018 - Relegation Round - 6 - Hapoel Raanana
1676,11/05/2019,20:30,2018,Relegation Round,7,Hapoel Raanana,Ramat Gan,Beitar Jerusalem,Jerusalem,Shalev Sasson,1200,1,2,0,1,0,3,2,Hapoel Raanana,3,1,0,0,0,0,0,1,0,0,0,0,0,1,0,9,,,0,14,,,Ramat Gan,41583,0.028857947,7.090076836,10.63544671,1950,69,4761,Ramat Gan,Teddy,51.9871842,2018 - Relegation Round - 7 - Hapoel Raanana,2018 - Relegation Round - 7 - Beitar Jerusalem
1677,12/05/2019,20:30,2018,Relegation Round,7,Ihud Bnei Sakhnin,Sakhnin,Ironi Kiryat Shmona,Kiryat Shmona,Ziv Adler,200,0,2,0,1,0,6,7,Ihud Bnei Sakhnin,8,4,0,0,0,0,0,1,0,0,0,0,0,1,0,6,0,,0,8,,,Doha,8500,0.023529412,5.298317367,9.047821442,2006,13,169,Doha,Kiryat Shmona Municipal,45.24673361,2018 - Relegation Round - 7 - Ihud Bnei Sakhnin,2018 - Relegation Round - 7 - Ironi Kiryat Shmona
1678,12/05/2019,20:30,2018,Relegation Round,7,Maccabi Petah Tikva,Petah Tikva,Hapoel Tel Aviv,Petah Tikva,Daniel Bar Natan,2500,0,2,0,1,0,5,4,Maccabi Petah Tikva,7,2,0,0,0,0,0,1,0,0,0,0,0,1,0,8,,,1,11,,,HaMoshava,11500,0.217391304,7.824046011,9.350102314,2011,8,64,HaMoshava,HaMoshava,0,2018 - Relegation Round - 7 - Maccabi Petah Tikva,2018 - Relegation Round - 7 - Hapoel Tel Aviv
1679,12/05/2019,20:30,2018,Relegation Round,7,FC Ashdod,Ashdod,Hapoel Haifa,Haifa,Erez Papir,2200,1,0,1,0,0,1,8,FC Ashdod,6,5,0,0,0,0,0,1,0,0,0,0,0,1,0,15,,,0,5,0,,Yud-Alef,7800,0.282051282,7.696212639,8.961879013,1966,53,2809,Yud-Alef,Sammy Ofer,111.9142463,2018 - Relegation Round - 7 - FC Ashdod,2018 - Relegation Round - 7 - Hapoel Haifa
1680,24/08/2019,18:00,2019,Regular Season,1,Maccabi Haifa,Haifa,Hapoel Raanana,Ramat Gan,David Fucsman,17632,4,3,1,0,0,,,Hapoel Raanana,2,11,0,0,0,1,0,0,0,0,0,0,0,1,0,3,,,0,0,,,Sammy Ofer,30858,0.571391535,9.777470712,10.33715132,2014,5,25,Sammy Ofer,Ramat Gan,76.83884234,2019 - Regular Season - 1 - Maccabi Haifa,2019 - Regular Season - 1 - Hapoel Raanana
1681,24/08/2019,19:00,2019,Regular Season,1,Hapoel Hadera,Netanya,FC Ashdod,Ashdod,Orel Grinfeld,973,1,1,0,0,1,,,FC Ashdod,5,6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,,,0,1,,,Netanya,13800,0.070507246,6.880384082,9.532423871,2012,7,49,Netanya,Yud-Alef,57.42352253,2019 - Regular Season - 1 - Hapoel Hadera,2019 - Regular Season - 1 - FC Ashdod
1682,24/08/2019,20:30,2019,Regular Season,1,Sekzia Ness Ziona,Petah Tikva,Maccabi Tel Aviv,Tel Aviv,Daniel Bar Natan,5654,0,2,0,1,0,,,Sekzia Ness Ziona,14,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,0,3,,,HaMoshava,11500,0.491652174,8.640118538,9.350102314,2011,8,64,HaMoshava,Bloomfield,11.40736421,2019 - Regular Season - 1 - Sekzia Ness Ziona,2019 - Regular Season - 1 - Maccabi Tel Aviv
1683,25/08/2019,19:00,2019,Regular Season,1,Hapoel Kfar Saba,Petah Tikva,Hapoel Haifa,Haifa,Idan Leiba,1917,0,1,0,1,0,,,Hapoel Kfar Saba,13,4,0,0,0,0,1,0,0,0,0,0,0,1,0,0,,,0,3,,,HaMoshava,11500,0.166695652,7.558516743,9.350102314,2011,8,64,HaMoshava,Sammy Ofer,75.84154504,2019 - Regular Season - 1 - Hapoel Kfar Saba,2019 - Regular Season - 1 - Hapoel Haifa
1684,25/08/2019,20:00,2019,Regular Season,1,Bnei Yehuda Tel Aviv,Tel Aviv,Ironi Kiryat Shmona,Kiryat Shmona,Eli Hacmon,3318,2,1,1,0,0,,,Ironi Kiryat Shmona,3,12,0,0,0,0,0,1,0,0,0,0,0,1,0,3,,,0,0,,,Bloomfield,29400,0.112857143,8.107117471,10.28874995,1962,57,3249,Bloomfield,Kiryat Shmona Municipal,149.2857438,2019 - Regular Season - 1 - Bnei Yehuda Tel Aviv,2019 - Regular Season - 1 - Ironi Kiryat Shmona
1685,25/08/2019,20:15,2019,Regular Season,1,Beitar Jerusalem,Jerusalem,Hapoel Beer Sheva,Be'er Sheva,Liran Liany,18886,0,0,0,0,1,,,Beitar Jerusalem,9,7,0,0,0,0,0,1,0,0,0,0,0,1,0,1,,,0,1,,,Teddy,31733,0.59515331,9.846176186,10.36511243,1990,29,841,Teddy,Turner,65.81013503,2019 - Regular Season - 1 - Beitar Jerusalem,2019 - Regular Season - 1 - Hapoel Beer Sheva
1686,26/08/2019,20:15,2019,Regular Season,1,Hapoel Tel Aviv,Tel Aviv,Maccabi Netanya,Netanya,Eitan Shmuelevic,18600,0,0,0,0,1,,,Hapoel Tel Aviv,10,8,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,0,1,,,Bloomfield,29400,0.632653061,9.83091686,10.28874995,1962,57,3249,Bloomfield,Netanya,28.62028019,2019 - Regular Season - 1 - Hapoel Tel Aviv,2019 - Regular Season - 1 - Maccabi Netanya
1687,31/08/2019,18:00,2019,Regular Season,2,FC Ashdod,Ashdod,Hapoel Tel Aviv,Tel Aviv,Erez Papir,3250,2,1,1,0,0,6,10,Hapoel Tel Aviv,5,11,0,0,0,1,0,0,0,0,0,0,0,1,0,4,,,0,1,,,Yud-Alef,7800,0.416666667,8.086410275,8.961879013,1966,53,2809,Yud-Alef,Bloomfield,28.81191668,2019 - Regular Season - 2 - FC Ashdod,2019 - Regular Season - 2 - Hapoel Tel Aviv
1688,31/08/2019,19:00,2019,Regular Season,2,Maccabi Netanya,Netanya,Sekzia Ness Ziona,Petah Tikva,Nael Odeh,4500,3,0,1,0,0,8,14,Sekzia Ness Ziona,2,14,0,0,0,0,1,0,0,0,0,0,0,1,0,4,,,0,0,,,Netanya,13800,0.326086957,8.411832676,9.532423871,2012,7,49,Netanya,HaMoshava,21.06862042,2019 - Regular Season - 2 - Maccabi Netanya,2019 - Regular Season - 2 - Sekzia Ness Ziona
1689,31/08/2019,20:30,2019,Regular Season,2,Hapoel Haifa,Haifa,Maccabi Haifa,Haifa,Ziv Adler,23400,0,0,0,0,1,4,2,Hapoel Haifa,7,4,0,0,0,0,0,1,0,0,1,0,0,1,0,4,,,0,4,,,Sammy Ofer,30858,0.758312269,10.0604913,10.33715132,2014,5,25,Sammy Ofer,Sammy Ofer,0,2019 - Regular Season - 2 - Hapoel Haifa,2019 - Regular Season - 2 - Maccabi Haifa
1690,01/09/2019,19:50,2019,Regular Season,2,Hapoel Beer Sheva,Be'er Sheva,Hapoel Hadera,Netanya,Igal Frid,11277,3,0,1,0,0,7,5,Hapoel Hadera,1,12,0,0,0,0,1,0,0,0,0,0,0,1,0,4,,,0,1,,,Turner,16126,0.699305469,9.330520532,9.688188155,2015,4,16,Turner,Netanya,113.4902168,2019 - Regular Season - 2 - Hapoel Beer Sheva,2019 - Regular Season - 2 - Hapoel Hadera
1691,01/09/2019,20:00,2019,Regular Season,2,Hapoel Raanana,Ramat Gan,Beitar Jerusalem,Jerusalem,Shalom Ben Avraham,8000,2,1,1,0,0,11,9,Beitar Jerusalem,9,10,0,0,0,0,0,1,0,0,0,0,0,1,0,3,,,0,1,,,HaMoshava,11500,0.695652174,8.987196821,9.350102314,2011,8,64,Ramat Gan,Teddy,51.9871842,2019 - Regular Season - 2 - Hapoel Raanana,2019 - Regular Season - 2 - Beitar Jerusalem
1692,01/09/2019,20:15,2019,Regular Season,2,Maccabi Tel Aviv,Tel Aviv,Bnei Yehuda Tel Aviv,Tel Aviv,Roi Reinshreiber,26513,0,0,0,0,1,1,3,Bnei Yehuda Tel Aviv,3,6,0,0,0,0,0,1,0,0,0,0,0,1,0,4,,,0,4,,,Bloomfield,29400,0.901802721,10.18539046,10.28874995,1962,57,3249,Bloomfield,Bloomfield,0,2019 - Regular Season - 2 - Maccabi Tel Aviv,2019 - Regular Season - 2 - Bnei Yehuda Tel Aviv
1693,02/09/2019,20:00,2019,Regular Season,2,Ironi Kiryat Shmona,Kiryat Shmona,Hapoel Kfar Saba,Petah Tikva,Gal Leibovitz,500,1,3,0,1,0,12,13,Ironi Kiryat Shmona,13,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,,0,3,,,Kiryat Shmona Municipal,5300,0.094339623,6.214608098,8.5754621,1989,30,900,Kiryat Shmona Municipal,HaMoshava,139.3706367,2019 - Regular Season - 2 - Ironi Kiryat Shmona,2019 - Regular Season - 2 - Hapoel Kfar Saba
1694,14/09/2019,18:00,2019,Regular Season,3,Maccabi Haifa,Haifa,Ironi Kiryat Shmona,Kiryat Shmona,Idan Leiba,18124,2,0,1,0,0,4,13,Ironi Kiryat Shmona,1,14,0,0,0,1,0,0,0,0,0,0,0,1,0,7,,,0,0,,,Sammy Ofer,30858,0.587335537,9.804992306,10.33715132,2014,5,25,Sammy Ofer,Kiryat Shmona Municipal,74.01608129,2019 - Regular Season - 3 - Maccabi Haifa,2019 - Regular Season - 3 - Ironi Kiryat Shmona
1695,14/09/2019,19:00,2019,Regular Season,3,Hapoel Tel Aviv,Tel Aviv,Sekzia Ness Ziona,Petah Tikva,David Fucsman,10400,1,1,0,0,1,11,14,Sekzia Ness Ziona,11,13,0,0,0,0,1,0,0,0,0,0,0,1,0,2,,,0,1,,,Bloomfield,29400,0.353741497,9.249561085,10.28874995,1962,57,3249,Bloomfield,HaMoshava,11.40736421,2019 - Regular Season - 3 - Hapoel Tel Aviv,2019 - Regular Season - 3 - Sekzia Ness Ziona
1696,14/09/2019,19:00,2019,Regular Season,3,Hapoel Hadera,Netanya,Hapoel Raanana,Ramat Gan,Liran Liany,1200,4,0,1,0,0,12,9,Hapoel Raanana,8,10,0,0,0,0,1,0,0,0,0,0,0,1,0,4,,,0,3,,,Netanya,13800,0.086956522,7.090076836,9.532423871,2012,7,49,Netanya,Ramat Gan,21.83145929,2019 - Regular Season - 3 - Hapoel Hadera,2019 - Regular Season - 3 - Hapoel Raanana
1697,14/09/2019,20:30,2019,Regular Season,3,Hapoel Kfar Saba,Petah Tikva,Maccabi Tel Aviv,Tel Aviv,Ohad Asulin,4000,0,1,0,1,0,8,3,Hapoel Kfar Saba,9,2,0,0,0,0,0,1,0,0,0,0,0,1,0,3,,,0,7,,,HaMoshava,11500,0.347826087,8.29404964,9.350102314,2011,8,64,HaMoshava,Bloomfield,11.40736421,2019 - Regular Season - 3 - Hapoel Kfar Saba,2019 - Regular Season - 3 - Maccabi Tel Aviv
1698,15/09/2019,19:00,2019,Regular Season,3,Bnei Yehuda Tel Aviv,Tel Aviv,Maccabi Netanya,Netanya,Erez Papir,3000,0,0,0,0,1,6,2,Bnei Yehuda Tel Aviv,7,5,0,0,0,0,1,0,0,0,0,0,0,1,0,5,,,0,5,,,Bloomfield,29400,0.102040816,8.006367568,10.28874995,1962,57,3249,Bloomfield,Netanya,28.62028019,2019 - Regular Season - 3 - Bnei Yehuda Tel Aviv,2019 - Regular Season - 3 - Maccabi Netanya
1699,15/09/2019,20:15,2019,Regular Season,3,FC Ashdod,Ashdod,Hapoel Beer Sheva,Be'er Sheva,Roi Reinshreiber,3400,2,2,0,0,1,5,1,FC Ashdod,6,4,0,0,0,0,0,1,0,0,0,0,0,1,0,5,,,0,5,,,Yud-Alef,7800,0.435897436,8.131530711,8.961879013,1966,53,2809,Yud-Alef,Turner,60.80987528,2019 - Regular Season - 3 - FC Ashdod,2019 - Regular Season - 3 - Hapoel Beer Sheva
1700,16/09/2019,20:15,2019,Regular Season,3,Beitar Jerusalem,Jerusalem,Hapoel Haifa,Haifa,Daniel Bar Natan,11000,0,2,0,1,0,10,7,Beitar Jerusalem,12,3,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,0,7,,,Teddy,31733,0.346642297,9.305650552,10.36511243,1990,29,841,Teddy,Sammy Ofer,116.4007001,2019 - Regular Season - 3 - Beitar Jerusalem,2019 - Regular Season - 3 - Hapoel Haifa
1701,21/09/2019,18:00,2019,Regular Season,4,Maccabi Netanya,Netanya,Hapoel Kfar Saba,Petah Tikva,Shalom Ben Avraham,5300,2,2,0,0,1,5,9,Hapoel Kfar Saba,7,9,0,0,0,1,0,0,0,0,0,0,0,1,0,6,,,0,4,,,Netanya,13800,0.384057971,8.5754621,9.532423871,2012,7,49,Netanya,HaMoshava,21.06862042,2019 - Regular Season - 4 - Maccabi Netanya,2019 - Regular Season - 4 - Hapoel Kfar Saba
1702,21/09/2019,19:00,2019,Regular Season,4,Sekzia Ness Ziona,Petah Tikva,Bnei Yehuda Tel Aviv,Tel Aviv,Gal Leibovitz,927,0,1,0,1,0,13,7,Sekzia Ness Ziona,13,3,0,0,0,0,1,0,0,0,0,0,0,1,0,1,,,0,8,,,HaMoshava,11500,0.080608696,6.831953566,9.350102314,2011,8,64,HaMoshava,Bloomfield,11.40736421,2019 - Regular Season - 4 - Sekzia Ness Ziona,2019 - Regular Season - 4 - Bnei Yehuda Tel Aviv
1703,21/09/2019,20:30,2019,Regular Season,4,Ironi Kiryat Shmona,Kiryat Shmona,Beitar Jerusalem,Jerusalem,Igal Frid,2600,0,2,0,1,0,14,12,Ironi Kiryat Shmona,14,10,0,0,0,0,0,1,0,0,0,0,0,1,0,0,,,0,4,,,Kiryat Shmona Municipal,5300,0.490566038,7.863266724,8.5754621,1989,30,900,Kiryat Shmona Municipal,Teddy,165.5846248,2019 - Regular Season - 4 - Ironi Kiryat Shmona,2019 - Regular Season - 4 - Beitar Jerusalem
1704,21/09/2019,20:30,2019,Regular Season,4,Maccabi Tel Aviv,Tel Aviv,Maccabi Haifa,Haifa,Orel Grinfeld,26234,1,0,1,0,0,2,1,Maccabi Haifa,1,5,0,0,0,0,0,1,0,0,0,0,0,1,0,10,,,0,7,,,Bloomfield,29400,0.892312925,10.17481156,10.28874995,1962,57,3249,Bloomfield,Sammy Ofer,83.34157294,2019 - Regular Season - 4 - Maccabi Tel Aviv,2019 - Regular Season - 4 - Maccabi Haifa
1705,22/09/2019,19:00,2019,Regular Season,4,Hapoel Raanana,Ramat Gan,FC Ashdod,Ashdod,Nael Odeh,350,1,1,0,0,1,10,6,Hapoel Raanana,11,8,0,0,0,0,1,0,0,0,0,0,0,1,0,4,,,0,6,,,HaMoshava,11500,0.030434783,5.857933154,9.350102314,2011,8,64,Ramat Gan,Yud-Alef,36.21974077,2019 - Regular Season - 4 - Hapoel Raanana,2019 - Regular Season - 4 - FC Ashdod
1706,22/09/2019,20:15,2019,Regular Season,4,Hapoel Haifa,Haifa,Hapoel Hadera,Netanya,Eitan Shmuelevic,3200,1,2,0,1,0,3,8,Hapoel Haifa,6,4,0,0,0,0,0,1,0,0,0,0,0,1,0,7,,,0,7,,,Sammy Ofer,30858,0.103700823,8.070906089,10.33715132,2014,5,25,Sammy Ofer,Netanya,55.00741286,2019 - Regular Season - 4 - Hapoel Haifa,2019 - Regular Season - 4 - Hapoel Hadera
1707,23/09/2019,20:15,2019,Regular Season,4,Hapoel Beer Sheva,Be'er Sheva,Hapoel Tel Aviv,Tel Aviv,Erez Papir,12287,3,0,1,0,0,4,11,Hapoel Tel Aviv,2,12,0,0,0,0,0,1,0,0,0,0,0,1,0,8,,,0,2,,,Turner,16126,0.761937244,9.416297072,9.688188155,2015,4,16,Turner,Bloomfield,86.29874526,2019 - Regular Season - 4 - Hapoel Beer Sheva,2019 - Regular Season - 4 - Hapoel Tel Aviv
1708,25/09/2019,19:00,2019,Regular Season,5,Hapoel Kfar Saba,Petah Tikva,Sekzia Ness Ziona,Petah Tikva,Daniel Bar Natan,880,1,1,0,0,1,9,13,Sekzia Ness Ziona,9,13,0,0,0,0,1,0,0,0,0,0,0,1,0,5,,,0,2,,,HaMoshava,11500,0.076521739,6.779921907,9.350102314,2011,8,64,HaMoshava,HaMoshava,0,2019 - Regular Season - 5 - Hapoel Kfar Saba,2019 - Regular Season - 5 - Sekzia Ness Ziona
1709,25/09/2019,20:15,2019,Regular Season,5,Maccabi Haifa,Haifa,Maccabi Netanya,Netanya,Roi Reinshreiber,15173,3,0,1,0,0,5,7,Maccabi Netanya,3,8,0,0,0,0,0,1,0,0,0,0,0,1,0,10,,,0,6,,,Sammy Ofer,30858,0.491703934,9.627272812,10.33715132,2014,5,25,Sammy Ofer,Netanya,55.00741286,2019 - Regular Season - 5 - Maccabi Haifa,2019 - Regular Season - 5 - Maccabi Netanya
1710,28/09/2019,17:00,2019,Regular Season,5,Hapoel Hadera,Netanya,Ironi Kiryat Shmona,Kiryat Shmona,Ziv Adler,1000,2,2,0,0,1,4,14,Ironi Kiryat Shmona,5,14,0,0,1,0,0,0,0,0,0,0,0,1,0,8,,,0,1,,,Netanya,13800,0.072463768,6.907755279,9.532423871,2012,7,49,Netanya,Kiryat Shmona Municipal,121.2858395,2019 - Regular Season - 5 - Hapoel Hadera,2019 - Regular Season - 5 - Ironi Kiryat Shmona
1711,28/09/2019,18:00,2019,Regular Season,5,FC Ashdod,Ashdod,Hapoel Haifa,Haifa,David Fucsman,1480,1,1,0,0,1,8,6,FC Ashdod,7,6,0,0,0,1,0,0,0,0,0,0,0,1,0,7,,,0,8,,,Yud-Alef,7800,0.18974359,7.299797367,8.961879013,1966,53,2809,Yud-Alef,Sammy Ofer,111.9142463,2019 - Regular Season - 5 - FC Ashdod,2019 - Regular Season - 5 - Hapoel Haifa
1712,28/09/2019,19:30,2019,Regular Season,5,Hapoel Tel Aviv,Tel Aviv,Bnei Yehuda Tel Aviv,Tel Aviv,Eli Hacmon,11500,1,1,0,0,1,12,3,Hapoel Tel Aviv,12,4,0,0,0,0,1,0,0,0,0,0,0,1,0,3,,,0,9,,,Bloomfield,29400,0.391156463,9.350102314,10.28874995,1962,57,3249,Bloomfield,Bloomfield,0,2019 - Regular Season - 5 - Hapoel Tel Aviv,2019 - Regular Season - 5 - Bnei Yehuda Tel Aviv
1713,28/09/2019,20:30,2019,Regular Season,5,Beitar Jerusalem,Jerusalem,Maccabi Tel Aviv,Tel Aviv,Liran Liany,15930,0,4,0,1,0,10,1,Beitar Jerusalem,11,1,0,0,0,0,0,1,0,0,0,0,0,1,0,4,,,0,13,,,Teddy,31733,0.502001071,9.675959403,10.36511243,1990,29,841,Teddy,Bloomfield,52.53896814,2019 - Regular Season - 5 - Beitar Jerusalem,2019 - Regular Season - 5 - Maccabi Tel Aviv
1714,28/09/2019,20:30,2019,Regular Season,5,Hapoel Beer Sheva,Be'er Sheva,Hapoel Raanana,Ramat Gan,Ohad Asulin,11477,1,0,1,0,0,2,11,Hapoel Raanana,2,10,0,0,0,0,0,1,0,0,0,0,0,1,0,11,,,0,4,,,Turner,16126,0.711707801,9.348100312,9.688188155,2015,4,16,Turner,Ramat Gan,91.80136451,2019 - Regular Season - 5 - Hapoel Beer Sheva,2019 - Regular Season - 5 - Hapoel Raanana
1715,05/10/2019,18:00,2019,Regular Season,6,Maccabi Tel Aviv,Tel Aviv,Hapoel Hadera,Netanya,Gal Leibovitz,24829,0,0,0,0,1,1,5,Hapoel Hadera,2,4,0,0,0,1,0,0,0,0,0,0,0,1,0,14,,,0,9,,,Bloomfield,29400,0.84452381,10.1197676,10.28874995,1962,57,3249,Bloomfield,Netanya,28.62028019,2019 - Regular Season - 6 - Maccabi Tel Aviv,2019 - Regular Season - 6 - Hapoel Hadera
1716,05/10/2019,19:00,2019,Regular Season,6,Sekzia Ness Ziona,Petah Tikva,Maccabi Haifa,Haifa,Erez Papir,10800,0,3,0,1,0,13,3,Sekzia Ness Ziona,14,3,0,0,0,0,1,0,0,0,0,0,0,1,0,2,,,0,13,,,HaMoshava,11500,0.939130435,9.287301413,9.350102314,2011,8,64,HaMoshava,Sammy Ofer,75.84154504,2019 - Regular Season - 6 - Sekzia Ness Ziona,2019 - Regular Season - 6 - Maccabi Haifa
