,date,club,value,squad_s
4007,15/10/2016,Hapoel Kfar Saba,5150000,23
4008,15/10/2016,Hapoel Acre,3750000,20
4009,15/10/2016,Hapoel Ramat haSharon,2730000,26
4010,15/10/2016,Agudat Sport Ashdod,0,2
4011,15/10/2016,Hapoel Afula,875000,24
4012,15/10/2016,Hapoel Raanana,7880000,24
4013,15/10/2016,Hapoel Ashkelon,5450000,24
4014,30/10/2016,Hapoel Raanana,7880000,24
4015,30/10/2016,Hapoel Ashkelon,5450000,24
4016,01/11/2016,Maccabi Haifa,12950000,25
4017,01/11/2016,Maccabi Tel Aviv,23850000,24
4018,01/11/2016,Hapoel Beer Sheva,13300000,27
4019,01/11/2016,Maccabi Netanya,3480000,25
4020,01/11/2016,FC Ashdod,6180000,25
4021,01/11/2016,Beitar Jerusalem,12500000,25
4022,01/11/2016,Hapoel Haifa,6930000,25
4023,01/11/2016,Hapoel Tel Aviv,14350000,23
4024,01/11/2016,Ironi Kiryat Shmona,4850000,25
4025,01/11/2016,Hapoel Jerusalem,1950000,24
4026,01/11/2016,Maccabi Bnei Reineh,0,
4027,01/11/2016,Hapoel Hadera,50000,2
4028,01/11/2016,Ihud Bnei Sakhnin,6030000,24
4029,01/11/2016,Sekzia Ness Ziona,400000,12
4030,01/11/2016,Maccabi Petah Tikva,7130000,24
4031,01/11/2016,Bnei Yehuda Tel Aviv,6650000,24
4032,01/11/2016,Hapoel Nof HaGalil,1300000,21
4033,01/11/2016,Hapoel Umm al-Fahm,25000,3
4034,01/11/2016,Hapoel Ramat Gan,800000,21
4035,01/11/2016,Hapoel Rishon leZion,2130000,23
4036,01/11/2016,Hapoel Petah Tikva,1800000,23
4037,01/11/2016,Ironi Tiberias,300000,5
4038,01/11/2016,SC Kfar Qasem,300000,7
4039,01/11/2016,Hapoel Kfar Saba,5150000,23
4040,01/11/2016,Hapoel Acre,3750000,20
4041,01/11/2016,Hapoel Ramat haSharon,2730000,27
4042,01/11/2016,Agudat Sport Ashdod,0,2
4043,01/11/2016,Hapoel Afula,875000,24
4044,01/11/2016,Hapoel Raanana,7880000,24
4045,01/11/2016,Hapoel Ashkelon,5450000,24
4046,15/11/2016,Maccabi Haifa,12600000,24
4047,15/11/2016,Maccabi Tel Aviv,24100000,25
4048,15/11/2016,Hapoel Beer Sheva,13300000,27
4049,15/11/2016,Maccabi Netanya,3480000,25
4050,15/11/2016,FC Ashdod,6180000,25
4051,15/11/2016,Beitar Jerusalem,12500000,25
4052,15/11/2016,Hapoel Haifa,6930000,25
4053,15/11/2016,Hapoel Tel Aviv,14350000,23
4054,15/11/2016,Ironi Kiryat Shmona,4850000,25
4055,15/11/2016,Hapoel Jerusalem,1950000,25
4056,15/11/2016,Maccabi Bnei Reineh,0,
4057,15/11/2016,Hapoel Hadera,50000,3
4058,15/11/2016,Ihud Bnei Sakhnin,6030000,24
4059,15/11/2016,Sekzia Ness Ziona,400000,12
4060,15/11/2016,Maccabi Petah Tikva,7130000,24
4061,15/11/2016,Bnei Yehuda Tel Aviv,6500000,23
4062,15/11/2016,Hapoel Nof HaGalil,1300000,22
4063,15/11/2016,Hapoel Umm al-Fahm,25000,3
4064,15/11/2016,Hapoel Ramat Gan,800000,21
4065,15/11/2016,Hapoel Rishon leZion,2130000,22
4066,15/11/2016,Hapoel Petah Tikva,1950000,24
4067,15/11/2016,Ironi Tiberias,300000,5
4068,15/11/2016,SC Kfar Qasem,300000,7
4069,15/11/2016,Hapoel Kfar Saba,5150000,23
4070,15/11/2016,Hapoel Acre,3750000,20
4071,15/11/2016,Hapoel Ramat haSharon,2730000,26
4072,15/11/2016,Agudat Sport Ashdod,0,2
4073,15/11/2016,Hapoel Afula,875000,24
4074,15/11/2016,Hapoel Raanana,7880000,24
4075,15/11/2016,Hapoel Ashkelon,5450000,24
4076,30/11/2016,Hapoel Raanana,7880000,24
4077,30/11/2016,Hapoel Ashkelon,5450000,24
4078,01/12/2016,Maccabi Haifa,12600000,24
4079,01/12/2016,Maccabi Tel Aviv,24100000,25
4080,01/12/2016,Hapoel Beer Sheva,13300000,27
4081,01/12/2016,Maccabi Netanya,3480000,25
4082,01/12/2016,FC Ashdod,6180000,25
4083,01/12/2016,Beitar Jerusalem,12500000,25
4084,01/12/2016,Hapoel Haifa,6930000,25
4085,01/12/2016,Hapoel Tel Aviv,14350000,23
4086,01/12/2016,Ironi Kiryat Shmona,4850000,25
4087,01/12/2016,Hapoel Jerusalem,1950000,25
4088,01/12/2016,Maccabi Bnei Reineh,0,
4089,01/12/2016,Hapoel Hadera,50000,3
4090,01/12/2016,Ihud Bnei Sakhnin,6030000,24
4091,01/12/2016,Sekzia Ness Ziona,400000,12
4092,01/12/2016,Maccabi Petah Tikva,7130000,24
4093,01/12/2016,Bnei Yehuda Tel Aviv,6500000,23
4094,01/12/2016,Hapoel Nof HaGalil,1300000,22
4095,01/12/2016,Hapoel Umm al-Fahm,25000,3
4096,01/12/2016,Hapoel Ramat Gan,800000,21
4097,01/12/2016,Hapoel Rishon leZion,2130000,21
4098,01/12/2016,Hapoel Petah Tikva,1950000,24
4099,01/12/2016,Ironi Tiberias,300000,5
4100,01/12/2016,SC Kfar Qasem,300000,6
4101,01/12/2016,Hapoel Kfar Saba,5150000,23
4102,01/12/2016,Hapoel Acre,3750000,20
4103,01/12/2016,Hapoel Ramat haSharon,2730000,25
4104,01/12/2016,Agudat Sport Ashdod,0,2
4105,01/12/2016,Hapoel Afula,875000,24
4106,01/12/2016,Hapoel Raanana,7880000,24
4107,01/12/2016,Hapoel Ashkelon,5450000,24
4108,15/12/2016,Maccabi Haifa,12600000,24
4109,15/12/2016,Maccabi Tel Aviv,24100000,25
4110,15/12/2016,Hapoel Beer Sheva,13300000,27
4111,15/12/2016,Maccabi Netanya,3480000,25
4112,15/12/2016,FC Ashdod,6180000,25
4113,15/12/2016,Beitar Jerusalem,12500000,25
4114,15/12/2016,Hapoel Haifa,6930000,25
4115,15/12/2016,Hapoel Tel Aviv,14350000,23
4116,15/12/2016,Ironi Kiryat Shmona,4850000,25
4117,15/12/2016,Hapoel Jerusalem,1950000,25
4118,15/12/2016,Maccabi Bnei Reineh,0,
4119,15/12/2016,Hapoel Hadera,50000,3
4120,15/12/2016,Ihud Bnei Sakhnin,6030000,24
4121,15/12/2016,Sekzia Ness Ziona,400000,12
4122,15/12/2016,Maccabi Petah Tikva,7130000,24
4123,15/12/2016,Bnei Yehuda Tel Aviv,6500000,23
4124,15/12/2016,Hapoel Nof HaGalil,1300000,22
4125,15/12/2016,Hapoel Umm al-Fahm,25000,3
4126,15/12/2016,Hapoel Ramat Gan,800000,21
4127,15/12/2016,Hapoel Rishon leZion,2130000,21
4128,15/12/2016,Hapoel Petah Tikva,1950000,24
4129,15/12/2016,Ironi Tiberias,300000,5
4130,15/12/2016,SC Kfar Qasem,300000,6
4131,15/12/2016,Hapoel Kfar Saba,5150000,23
4132,15/12/2016,Hapoel Acre,3750000,20
4133,15/12/2016,Hapoel Ramat haSharon,2730000,25
4134,15/12/2016,Agudat Sport Ashdod,0,2
4135,15/12/2016,Hapoel Afula,875000,24
4136,15/12/2016,Hapoel Raanana,7880000,24
4137,15/12/2016,Hapoel Ashkelon,5450000,24
4138,30/12/2016,Hapoel Raanana,7880000,24
4139,30/12/2016,Hapoel Ashkelon,5450000,24
4140,01/01/2017,Maccabi Haifa,12600000,24
4141,01/01/2017,Maccabi Tel Aviv,24100000,25
4142,01/01/2017,Hapoel Beer Sheva,13300000,27
4143,01/01/2017,Maccabi Netanya,3480000,25
4144,01/01/2017,FC Ashdod,6230000,26
4145,01/01/2017,Beitar Jerusalem,12500000,25
4146,01/01/2017,Hapoel Haifa,6930000,25
4147,01/01/2017,Hapoel Tel Aviv,14350000,23
4148,01/01/2017,Ironi Kiryat Shmona,4650000,24
4149,01/01/2017,Hapoel Jerusalem,1950000,25
4150,01/01/2017,Maccabi Bnei Reineh,0,
4151,01/01/2017,Hapoel Hadera,50000,3
4152,01/01/2017,Ihud Bnei Sakhnin,6030000,24
4153,01/01/2017,Sekzia Ness Ziona,400000,12
4154,01/01/2017,Maccabi Petah Tikva,7130000,24
4155,01/01/2017,Bnei Yehuda Tel Aviv,6500000,23
4156,01/01/2017,Hapoel Nof HaGalil,1300000,22
4157,01/01/2017,Hapoel Umm al-Fahm,25000,3
4158,01/01/2017,Hapoel Ramat Gan,800000,21
4159,01/01/2017,Hapoel Rishon leZion,2130000,21
4160,01/01/2017,Hapoel Petah Tikva,1950000,24
4161,01/01/2017,Ironi Tiberias,300000,5
4162,01/01/2017,SC Kfar Qasem,300000,6
4163,01/01/2017,Hapoel Kfar Saba,5150000,23
4164,01/01/2017,Hapoel Acre,3750000,20
4165,01/01/2017,Hapoel Ramat haSharon,2730000,25
4166,01/01/2017,Agudat Sport Ashdod,0,2
4167,01/01/2017,Hapoel Afula,875000,24
4168,01/01/2017,Hapoel Raanana,7880000,24
4169,01/01/2017,Hapoel Ashkelon,5450000,24
4170,15/01/2017,Maccabi Haifa,13800000,25
4171,15/01/2017,Maccabi Tel Aviv,24100000,25
4172,15/01/2017,Hapoel Beer Sheva,13300000,27
4173,15/01/2017,Maccabi Netanya,3480000,25
4174,15/01/2017,FC Ashdod,5830000,25
4175,15/01/2017,Beitar Jerusalem,12500000,25
4176,15/01/2017,Hapoel Haifa,6930000,25
4177,15/01/2017,Hapoel Tel Aviv,13150000,22
4178,15/01/2017,Ironi Kiryat Shmona,4650000,24
4179,15/01/2017,Hapoel Jerusalem,1800000,24
4180,15/01/2017,Maccabi Bnei Reineh,0,
4181,15/01/2017,Hapoel Hadera,50000,3
4182,15/01/2017,Ihud Bnei Sakhnin,6030000,24
4183,15/01/2017,Sekzia Ness Ziona,400000,12
4184,15/01/2017,Maccabi Petah Tikva,7130000,24
4185,15/01/2017,Bnei Yehuda Tel Aviv,6200000,23
4186,15/01/2017,Hapoel Nof HaGalil,1300000,22
4187,15/01/2017,Hapoel Umm al-Fahm,25000,3
4188,15/01/2017,Hapoel Ramat Gan,800000,21
4189,15/01/2017,Hapoel Rishon leZion,2130000,21
4190,15/01/2017,Hapoel Petah Tikva,1950000,24
4191,15/01/2017,Ironi Tiberias,300000,5
4192,15/01/2017,SC Kfar Qasem,550000,18
4193,15/01/2017,Hapoel Kfar Saba,4750000,22
4194,15/01/2017,Hapoel Acre,3750000,20
4195,15/01/2017,Hapoel Ramat haSharon,2030000,23
4196,15/01/2017,Agudat Sport Ashdod,0,2
4197,15/01/2017,Hapoel Afula,875000,24
4198,15/01/2017,Hapoel Raanana,7880000,24
4199,15/01/2017,Hapoel Ashkelon,5450000,24
4200,30/01/2017,Hapoel Raanana,7880000,24
4201,30/01/2017,Hapoel Ashkelon,5450000,24
4202,01/02/2017,Maccabi Haifa,14100000,25
4203,01/02/2017,Maccabi Tel Aviv,20100000,23
4204,01/02/2017,Hapoel Beer Sheva,13450000,28
4205,01/02/2017,Maccabi Netanya,3480000,25
4206,01/02/2017,FC Ashdod,5980000,25
4207,01/02/2017,Beitar Jerusalem,12900000,24
4208,01/02/2017,Hapoel Haifa,9180000,28
4209,01/02/2017,Hapoel Tel Aviv,13350000,24
4210,01/02/2017,Ironi Kiryat Shmona,4900000,25
4211,01/02/2017,Hapoel Jerusalem,1950000,25
4212,01/02/2017,Maccabi Bnei Reineh,0,
4213,01/02/2017,Hapoel Hadera,50000,3
4214,01/02/2017,Ihud Bnei Sakhnin,6630000,25
4215,01/02/2017,Sekzia Ness Ziona,400000,12
4216,01/02/2017,Maccabi Petah Tikva,7880000,26
4217,01/02/2017,Bnei Yehuda Tel Aviv,5250000,21
4218,01/02/2017,Hapoel Nof HaGalil,1300000,22
4219,01/02/2017,Hapoel Umm al-Fahm,25000,3
4220,01/02/2017,Hapoel Ramat Gan,700000,21
4221,01/02/2017,Hapoel Rishon leZion,2130000,21
4222,01/02/2017,Hapoel Petah Tikva,2100000,25
4223,01/02/2017,Ironi Tiberias,300000,5
4224,01/02/2017,SC Kfar Qasem,550000,18
4225,01/02/2017,Hapoel Kfar Saba,5500000,23
4226,01/02/2017,Hapoel Acre,3750000,20
4227,01/02/2017,Hapoel Ramat haSharon,1900000,23
4228,01/02/2017,Agudat Sport Ashdod,0,2
4229,01/02/2017,Hapoel Afula,875000,24
4230,01/02/2017,Hapoel Raanana,7880000,24
4231,01/02/2017,Hapoel Ashkelon,5450000,24
4232,15/02/2017,Maccabi Haifa,12350000,21
4233,15/02/2017,Maccabi Tel Aviv,22600000,26
4234,15/02/2017,Hapoel Beer Sheva,12700000,23
4235,15/02/2017,Maccabi Netanya,3480000,25
4236,15/02/2017,FC Ashdod,5330000,26
4237,15/02/2017,Beitar Jerusalem,13900000,22
4238,15/02/2017,Hapoel Haifa,8280000,25
4239,15/02/2017,Hapoel Tel Aviv,8100000,21
4240,15/02/2017,Ironi Kiryat Shmona,3800000,22
4241,15/02/2017,Hapoel Jerusalem,2500000,26
4242,15/02/2017,Maccabi Bnei Reineh,0,
4243,15/02/2017,Hapoel Hadera,50000,3
4244,15/02/2017,Ihud Bnei Sakhnin,6030000,23
4245,15/02/2017,Sekzia Ness Ziona,400000,12
4246,15/02/2017,Maccabi Petah Tikva,7580000,24
4247,15/02/2017,Bnei Yehuda Tel Aviv,6650000,24
4248,15/02/2017,Hapoel Nof HaGalil,1550000,23
4249,15/02/2017,Hapoel Umm al-Fahm,25000,3
4250,15/02/2017,Hapoel Ramat Gan,1100000,24
4251,15/02/2017,Hapoel Rishon leZion,2180000,23
4252,15/02/2017,Hapoel Petah Tikva,2550000,27
4253,15/02/2017,Ironi Tiberias,300000,5
4254,15/02/2017,SC Kfar Qasem,550000,18
4255,15/02/2017,Hapoel Kfar Saba,5650000,22
4256,15/02/2017,Hapoel Acre,4050000,21
4257,15/02/2017,Hapoel Ramat haSharon,2030000,24
4258,15/02/2017,Agudat Sport Ashdod,0,2
4259,15/02/2017,Hapoel Afula,875000,26
4260,15/02/2017,Hapoel Raanana,7880000,24
4261,15/02/2017,Hapoel Ashkelon,5450000,24
4262,01/03/2017,Maccabi Haifa,12350000,21
4263,01/03/2017,Maccabi Tel Aviv,22600000,26
4264,01/03/2017,Hapoel Beer Sheva,12700000,23
4265,01/03/2017,Maccabi Netanya,3230000,24
4266,01/03/2017,FC Ashdod,5330000,26
4267,01/03/2017,Beitar Jerusalem,13900000,22
4268,01/03/2017,Hapoel Haifa,8280000,25
4269,01/03/2017,Hapoel Tel Aviv,8100000,21
4270,01/03/2017,Ironi Kiryat Shmona,3800000,22
4271,01/03/2017,Hapoel Jerusalem,2500000,26
4272,01/03/2017,Maccabi Bnei Reineh,0,
4273,01/03/2017,Hapoel Hadera,50000,3
4274,01/03/2017,Ihud Bnei Sakhnin,6030000,23
4275,01/03/2017,Sekzia Ness Ziona,400000,12
4276,01/03/2017,Maccabi Petah Tikva,7580000,24
4277,01/03/2017,Bnei Yehuda Tel Aviv,6950000,24
4278,01/03/2017,Hapoel Nof HaGalil,1900000,24
4279,01/03/2017,Hapoel Umm al-Fahm,25000,3
4280,01/03/2017,Hapoel Ramat Gan,1100000,24
4281,01/03/2017,Hapoel Rishon leZion,2180000,23
4282,01/03/2017,Hapoel Petah Tikva,2800000,28
4283,01/03/2017,Ironi Tiberias,300000,5
4284,01/03/2017,SC Kfar Qasem,550000,18
4285,01/03/2017,Hapoel Kfar Saba,5650000,22
4286,01/03/2017,Hapoel Acre,3800000,20
4287,01/03/2017,Hapoel Ramat haSharon,2030000,24
4288,01/03/2017,Agudat Sport Ashdod,0,2
4289,01/03/2017,Hapoel Afula,1130000,27
4290,01/03/2017,Hapoel Raanana,7880000,24
4291,01/03/2017,Hapoel Ashkelon,5450000,24
4292,15/03/2017,Maccabi Haifa,12250000,21
4293,15/03/2017,Maccabi Tel Aviv,23350000,26
4294,15/03/2017,Hapoel Beer Sheva,12700000,23
4295,15/03/2017,Maccabi Netanya,3230000,24
4296,15/03/2017,FC Ashdod,5030000,26
4297,15/03/2017,Beitar Jerusalem,13900000,22
4298,15/03/2017,Hapoel Haifa,8280000,25
4299,15/03/2017,Hapoel Tel Aviv,8100000,22
4300,15/03/2017,Ironi Kiryat Shmona,3800000,23
4301,15/03/2017,Hapoel Jerusalem,2700000,24
4302,15/03/2017,Maccabi Bnei Reineh,0,
4303,15/03/2017,Hapoel Hadera,150000,5
4304,15/03/2017,Ihud Bnei Sakhnin,6030000,23
4305,15/03/2017,Sekzia Ness Ziona,400000,13
4306,15/03/2017,Maccabi Petah Tikva,7580000,24
4307,15/03/2017,Bnei Yehuda Tel Aviv,6950000,24
4308,15/03/2017,Hapoel Nof HaGalil,2130000,24
4309,15/03/2017,Hapoel Umm al-Fahm,25000,3
4310,15/03/2017,Hapoel Ramat Gan,1350000,24
4311,15/03/2017,Hapoel Rishon leZion,2030000,22
4312,15/03/2017,Hapoel Petah Tikva,2630000,23
4313,15/03/2017,Ironi Tiberias,300000,5
4314,15/03/2017,SC Kfar Qasem,550000,18
4315,15/03/2017,Hapoel Kfar Saba,5650000,22
4316,15/03/2017,Hapoel Acre,3800000,20
4317,15/03/2017,Hapoel Ramat haSharon,1730000,25
4318,15/03/2017,Agudat Sport Ashdod,0,2
4319,15/03/2017,Hapoel Afula,1430000,26
4320,15/03/2017,Hapoel Raanana,7880000,24
4321,15/03/2017,Hapoel Ashkelon,5450000,24
4322,30/03/2017,Hapoel Raanana,7880000,24
4323,30/03/2017,Hapoel Ashkelon,5450000,24
4324,01/04/2017,Maccabi Haifa,12250000,21
4325,01/04/2017,Maccabi Tel Aviv,23350000,26
4326,01/04/2017,Hapoel Beer Sheva,12700000,23
4327,01/04/2017,Maccabi Netanya,3230000,24
4328,01/04/2017,FC Ashdod,5030000,26
4329,01/04/2017,Beitar Jerusalem,13900000,22
4330,01/04/2017,Hapoel Haifa,8280000,25
4331,01/04/2017,Hapoel Tel Aviv,8100000,22
4332,01/04/2017,Ironi Kiryat Shmona,3800000,23
4333,01/04/2017,Hapoel Jerusalem,2700000,24
4334,01/04/2017,Maccabi Bnei Reineh,0,
4335,01/04/2017,Hapoel Hadera,150000,5
4336,01/04/2017,Ihud Bnei Sakhnin,6030000,23
4337,01/04/2017,Sekzia Ness Ziona,400000,13
4338,01/04/2017,Maccabi Petah Tikva,7580000,24
4339,01/04/2017,Bnei Yehuda Tel Aviv,6950000,24
4340,01/04/2017,Hapoel Nof HaGalil,2130000,24
4341,01/04/2017,Hapoel Umm al-Fahm,25000,3
4342,01/04/2017,Hapoel Ramat Gan,1350000,24
4343,01/04/2017,Hapoel Rishon leZion,2030000,22
4344,01/04/2017,Hapoel Petah Tikva,2630000,23
4345,01/04/2017,Ironi Tiberias,300000,5
4346,01/04/2017,SC Kfar Qasem,550000,18
4347,01/04/2017,Hapoel Kfar Saba,5650000,22
4348,01/04/2017,Hapoel Acre,3800000,20
4349,01/04/2017,Hapoel Ramat haSharon,1730000,25
4350,01/04/2017,Agudat Sport Ashdod,0,2
4351,01/04/2017,Hapoel Afula,1430000,26
4352,01/04/2017,Hapoel Raanana,7880000,24
4353,01/04/2017,Hapoel Ashkelon,5450000,24
4354,15/04/2017,Maccabi Haifa,12250000,21
4355,15/04/2017,Maccabi Tel Aviv,23350000,26
4356,15/04/2017,Hapoel Beer Sheva,12700000,23
4357,15/04/2017,Maccabi Netanya,3230000,24
4358,15/04/2017,FC Ashdod,5030000,26
4359,15/04/2017,Beitar Jerusalem,13900000,22
4360,15/04/2017,Hapoel Haifa,8280000,25
4361,15/04/2017,Hapoel Tel Aviv,7450000,22
4362,15/04/2017,Ironi Kiryat Shmona,3800000,22
4363,15/04/2017,Hapoel Jerusalem,2700000,24
4364,15/04/2017,Maccabi Bnei Reineh,0,
4365,15/04/2017,Hapoel Hadera,150000,5
4366,15/04/2017,Ihud Bnei Sakhnin,6030000,23
4367,15/04/2017,Sekzia Ness Ziona,400000,13
4368,15/04/2017,Maccabi Petah Tikva,7580000,24
4369,15/04/2017,Bnei Yehuda Tel Aviv,6950000,24
4370,15/04/2017,Hapoel Nof HaGalil,2130000,24
4371,15/04/2017,Hapoel Umm al-Fahm,25000,3
4372,15/04/2017,Hapoel Ramat Gan,1350000,24
4373,15/04/2017,Hapoel Rishon leZion,2030000,22
4374,15/04/2017,Hapoel Petah Tikva,2630000,23
4375,15/04/2017,Ironi Tiberias,300000,5
4376,15/04/2017,SC Kfar Qasem,550000,18
4377,15/04/2017,Hapoel Kfar Saba,5650000,22
4378,15/04/2017,Hapoel Acre,3800000,20
4379,15/04/2017,Hapoel Ramat haSharon,1730000,25
4380,15/04/2017,Agudat Sport Ashdod,0,2
4381,15/04/2017,Hapoel Afula,1430000,26
4382,15/04/2017,Hapoel Raanana,7880000,24
4383,15/04/2017,Hapoel Ashkelon,5450000,24
4384,30/04/2017,Hapoel Raanana,7880000,24
4385,30/04/2017,Hapoel Ashkelon,5450000,24
4386,01/05/2017,Maccabi Haifa,12250000,21
4387,01/05/2017,Maccabi Tel Aviv,23350000,26
4388,01/05/2017,Hapoel Beer Sheva,12700000,23
4389,01/05/2017,Maccabi Netanya,3230000,24
4390,01/05/2017,FC Ashdod,5030000,26
4391,01/05/2017,Beitar Jerusalem,13900000,22
4392,01/05/2017,Hapoel Haifa,8280000,25
4393,01/05/2017,Hapoel Tel Aviv,7450000,22
4394,01/05/2017,Ironi Kiryat Shmona,3800000,22
4395,01/05/2017,Hapoel Jerusalem,2700000,24
4396,01/05/2017,Maccabi Bnei Reineh,0,
4397,01/05/2017,Hapoel Hadera,150000,5
4398,01/05/2017,Ihud Bnei Sakhnin,6030000,23
4399,01/05/2017,Sekzia Ness Ziona,400000,13
4400,01/05/2017,Maccabi Petah Tikva,7580000,24
4401,01/05/2017,Bnei Yehuda Tel Aviv,6950000,24
4402,01/05/2017,Hapoel Nof HaGalil,2130000,24
4403,01/05/2017,Hapoel Umm al-Fahm,25000,3
4404,01/05/2017,Hapoel Ramat Gan,1350000,24
4405,01/05/2017,Hapoel Rishon leZion,2030000,22
4406,01/05/2017,Hapoel Petah Tikva,2630000,23
4407,01/05/2017,Ironi Tiberias,300000,5
4408,01/05/2017,SC Kfar Qasem,550000,18
4409,01/05/2017,Hapoel Kfar Saba,5650000,22
4410,01/05/2017,Hapoel Acre,3800000,20
4411,01/05/2017,Hapoel Ramat haSharon,1730000,25
4412,01/05/2017,Agudat Sport Ashdod,0,2
4413,01/05/2017,Hapoel Afula,1430000,26
4414,01/05/2017,Hapoel Raanana,7880000,24
4415,01/05/2017,Hapoel Ashkelon,5450000,24
4416,15/05/2017,Maccabi Haifa,12250000,21
4417,15/05/2017,Maccabi Tel Aviv,23350000,26
4418,15/05/2017,Hapoel Beer Sheva,12700000,23
4419,15/05/2017,Maccabi Netanya,3230000,24
4420,15/05/2017,FC Ashdod,5030000,26
4421,15/05/2017,Beitar Jerusalem,13900000,22
4422,15/05/2017,Hapoel Haifa,8280000,25
4423,15/05/2017,Hapoel Tel Aviv,7450000,22
4424,15/05/2017,Ironi Kiryat Shmona,3800000,22
4425,15/05/2017,Hapoel Jerusalem,2700000,24
4426,15/05/2017,Maccabi Bnei Reineh,0,
4427,15/05/2017,Hapoel Hadera,200000,7
4428,15/05/2017,Ihud Bnei Sakhnin,6030000,23
4429,15/05/2017,Sekzia Ness Ziona,400000,13
4430,15/05/2017,Maccabi Petah Tikva,7580000,24
4431,15/05/2017,Bnei Yehuda Tel Aviv,6950000,24
4432,15/05/2017,Hapoel Nof HaGalil,2130000,24
4433,15/05/2017,Hapoel Umm al-Fahm,25000,3
4434,15/05/2017,Hapoel Ramat Gan,1350000,24
4435,15/05/2017,Hapoel Rishon leZion,2030000,22
4436,15/05/2017,Hapoel Petah Tikva,2630000,23
4437,15/05/2017,Ironi Tiberias,300000,5
4438,15/05/2017,SC Kfar Qasem,550000,18
4439,15/05/2017,Hapoel Kfar Saba,5650000,22
4440,15/05/2017,Hapoel Acre,3800000,20
4441,15/05/2017,Hapoel Ramat haSharon,1730000,25
4442,15/05/2017,Agudat Sport Ashdod,0,2
4443,15/05/2017,Hapoel Afula,1430000,26
4444,15/05/2017,Hapoel Raanana,7880000,24
4445,15/05/2017,Hapoel Ashkelon,5450000,24
4446,30/05/2017,Hapoel Raanana,7880000,24
4447,30/05/2017,Hapoel Ashkelon,5450000,24
4448,01/06/2017,Maccabi Haifa,12250000,21
4449,01/06/2017,Maccabi Tel Aviv,23350000,26
4450,01/06/2017,Hapoel Beer Sheva,12700000,23
4451,01/06/2017,Maccabi Netanya,3230000,24
4452,01/06/2017,FC Ashdod,5380000,27
4453,01/06/2017,Beitar Jerusalem,13900000,22
4454,01/06/2017,Hapoel Haifa,8280000,25
4455,01/06/2017,Hapoel Tel Aviv,7450000,22
4456,01/06/2017,Ironi Kiryat Shmona,3800000,22
4457,01/06/2017,Hapoel Jerusalem,2700000,24
4458,01/06/2017,Maccabi Bnei Reineh,0,
4459,01/06/2017,Hapoel Hadera,200000,7
4460,01/06/2017,Ihud Bnei Sakhnin,6030000,23
4461,01/06/2017,Sekzia Ness Ziona,400000,13
4462,01/06/2017,Maccabi Petah Tikva,7580000,24
4463,01/06/2017,Bnei Yehuda Tel Aviv,6950000,24
4464,01/06/2017,Hapoel Nof HaGalil,2130000,24
4465,01/06/2017,Hapoel Umm al-Fahm,25000,3
4466,01/06/2017,Hapoel Ramat Gan,1350000,24
4467,01/06/2017,Hapoel Rishon leZion,2030000,22
4468,01/06/2017,Hapoel Petah Tikva,2630000,23
4469,01/06/2017,Ironi Tiberias,300000,5
4470,01/06/2017,SC Kfar Qasem,550000,18
4471,01/06/2017,Hapoel Kfar Saba,5650000,22
4472,01/06/2017,Hapoel Acre,3800000,20
4473,01/06/2017,Hapoel Ramat haSharon,1730000,25
4474,01/06/2017,Agudat Sport Ashdod,0,2
4475,01/06/2017,Hapoel Afula,1430000,26
4476,15/06/2017,Maccabi Haifa,12250000,21
4477,15/06/2017,Maccabi Tel Aviv,23350000,26
4478,15/06/2017,Hapoel Beer Sheva,12700000,23
4479,15/06/2017,Maccabi Netanya,3230000,24
4480,15/06/2017,FC Ashdod,5230000,27
4481,15/06/2017,Beitar Jerusalem,13900000,22
4482,15/06/2017,Hapoel Haifa,8280000,25
4483,15/06/2017,Hapoel Tel Aviv,7450000,22
4484,15/06/2017,Ironi Kiryat Shmona,3800000,21
4485,15/06/2017,Hapoel Jerusalem,2700000,24
4486,15/06/2017,Maccabi Bnei Reineh,0,
4487,15/06/2017,Hapoel Hadera,200000,7
4488,15/06/2017,Ihud Bnei Sakhnin,6030000,23
4489,15/06/2017,Sekzia Ness Ziona,400000,13
4490,15/06/2017,Maccabi Petah Tikva,7580000,24
4491,15/06/2017,Bnei Yehuda Tel Aviv,6950000,24
4492,15/06/2017,Hapoel Nof HaGalil,2130000,24
4493,15/06/2017,Hapoel Umm al-Fahm,25000,3
4494,15/06/2017,Hapoel Ramat Gan,1350000,24
4495,15/06/2017,Hapoel Rishon leZion,2030000,22
4496,15/06/2017,Hapoel Petah Tikva,2630000,23
4497,15/06/2017,Ironi Tiberias,300000,5
4498,15/06/2017,SC Kfar Qasem,550000,18
4499,15/06/2017,Hapoel Kfar Saba,5150000,21
4500,15/06/2017,Hapoel Acre,3800000,20
4501,15/06/2017,Hapoel Ramat haSharon,1730000,25
4502,15/06/2017,Agudat Sport Ashdod,0,2
4503,15/06/2017,Hapoel Afula,1430000,26
4504,01/07/2017,Maccabi Haifa,13000000,25
4505,01/07/2017,Maccabi Tel Aviv,23400000,32
4506,01/07/2017,Hapoel Beer Sheva,13050000,25
4507,01/07/2017,Maccabi Netanya,3130000,23
4508,01/07/2017,FC Ashdod,4380000,23
4509,01/07/2017,Beitar Jerusalem,11200000,21
