date,club,value,squad_s
03/07/2015,Hapoel Tel Aviv,10680000,35
04/07/2015,Hapoel Tel Aviv,10680000,35
05/07/2015,Hapoel Tel Aviv,10680000,35
06/07/2015,Hapoel Tel Aviv,10680000,35
07/07/2015,Hapoel Tel Aviv,10680000,35
08/07/2015,Hapoel Tel Aviv,10680000,35
09/07/2015,Hapoel Tel Aviv,10680000,35
10/07/2015,Hapoel Tel Aviv,10680000,35
11/07/2015,Hapoel Tel Aviv,10680000,35
12/07/2015,Hapoel Tel Aviv,10680000,35
13/07/2015,Hapoel Tel Aviv,10680000,35
14/07/2015,Hapoel Tel Aviv,10680000,35
15/07/2015,Hapoel Tel Aviv,10500000,35
16/07/2015,Hapoel Tel Aviv,10500000,35
17/07/2015,Hapoel Tel Aviv,10500000,35
18/07/2015,Hapoel Tel Aviv,10500000,35
19/07/2015,Hapoel Tel Aviv,10500000,35
20/07/2015,Hapoel Tel Aviv,10500000,35
21/07/2015,Hapoel Tel Aviv,10500000,35
22/07/2015,Hapoel Tel Aviv,10500000,35
23/07/2015,Hapoel Tel Aviv,10500000,35
24/07/2015,Hapoel Tel Aviv,10500000,35
25/07/2015,Hapoel Tel Aviv,10500000,35
26/07/2015,Hapoel Tel Aviv,10500000,35
27/07/2015,Hapoel Tel Aviv,10500000,35
28/07/2015,Hapoel Tel Aviv,10500000,35
29/07/2015,Hapoel Tel Aviv,10500000,35
30/07/2015,Hapoel Tel Aviv,10500000,35
31/07/2015,Hapoel Tel Aviv,10500000,35
01/08/2015,Hapoel Tel Aviv,11000000,36
02/08/2015,Hapoel Tel Aviv,11000000,36
03/08/2015,Hapoel Tel Aviv,11000000,36
04/08/2015,Hapoel Tel Aviv,11000000,36
05/08/2015,Hapoel Tel Aviv,11000000,36
06/08/2015,Hapoel Tel Aviv,11000000,36
07/08/2015,Hapoel Tel Aviv,11000000,36
08/08/2015,Hapoel Tel Aviv,11000000,36
09/08/2015,Hapoel Tel Aviv,11000000,36
10/08/2015,Hapoel Tel Aviv,11000000,36
11/08/2015,Hapoel Tel Aviv,11000000,36
12/08/2015,Hapoel Tel Aviv,11000000,36
13/08/2015,Hapoel Tel Aviv,11000000,36
14/08/2015,Hapoel Tel Aviv,11000000,36
15/08/2015,Hapoel Tel Aviv,12830000,38
16/08/2015,Hapoel Tel Aviv,12830000,38
17/08/2015,Hapoel Tel Aviv,12830000,38
18/08/2015,Hapoel Tel Aviv,12830000,38
19/08/2015,Hapoel Tel Aviv,12830000,38
20/08/2015,Hapoel Tel Aviv,12830000,38
21/08/2015,Hapoel Tel Aviv,12830000,38
22/08/2015,Hapoel Tel Aviv,12830000,38
23/08/2015,Hapoel Tel Aviv,12830000,38
24/08/2015,Hapoel Tel Aviv,12830000,38
25/08/2015,Hapoel Tel Aviv,12830000,38
26/08/2015,Hapoel Tel Aviv,12830000,38
27/08/2015,Hapoel Tel Aviv,12830000,38
28/08/2015,Hapoel Tel Aviv,12830000,38
29/08/2015,Hapoel Tel Aviv,12830000,38
30/08/2015,Hapoel Tel Aviv,12830000,38
31/08/2015,Hapoel Tel Aviv,12830000,38
01/09/2015,Hapoel Tel Aviv,11680000,36
02/09/2015,Hapoel Tel Aviv,11680000,36
03/09/2015,Hapoel Tel Aviv,11680000,36
04/09/2015,Hapoel Tel Aviv,11680000,36
05/09/2015,Hapoel Tel Aviv,11680000,36
06/09/2015,Hapoel Tel Aviv,11680000,36
07/09/2015,Hapoel Tel Aviv,11680000,36
08/09/2015,Hapoel Tel Aviv,11680000,36
09/09/2015,Hapoel Tel Aviv,11680000,36
10/09/2015,Hapoel Tel Aviv,11680000,36
11/09/2015,Hapoel Tel Aviv,11680000,36
12/09/2015,Hapoel Tel Aviv,11680000,36
13/09/2015,Hapoel Tel Aviv,11680000,36
14/09/2015,Hapoel Tel Aviv,11680000,36
15/09/2015,Hapoel Tel Aviv,11180000,41
16/09/2015,Hapoel Tel Aviv,11180000,41
17/09/2015,Hapoel Tel Aviv,11180000,41
18/09/2015,Hapoel Tel Aviv,11180000,41
19/09/2015,Hapoel Tel Aviv,11180000,41
20/09/2015,Hapoel Tel Aviv,11180000,41
21/09/2015,Hapoel Tel Aviv,11180000,41
22/09/2015,Hapoel Tel Aviv,11180000,41
23/09/2015,Hapoel Tel Aviv,11180000,41
24/09/2015,Hapoel Tel Aviv,11180000,41
25/09/2015,Hapoel Tel Aviv,11180000,41
26/09/2015,Hapoel Tel Aviv,11180000,41
27/09/2015,Hapoel Tel Aviv,11180000,41
28/09/2015,Hapoel Tel Aviv,11180000,41
29/09/2015,Hapoel Tel Aviv,11180000,41
30/09/2015,Hapoel Tel Aviv,11180000,41
01/10/2015,Hapoel Tel Aviv,11180000,41
02/10/2015,Hapoel Tel Aviv,11180000,41
03/10/2015,Hapoel Tel Aviv,11180000,41
04/10/2015,Hapoel Tel Aviv,11180000,41
05/10/2015,Hapoel Tel Aviv,11180000,41
06/10/2015,Hapoel Tel Aviv,11180000,41
07/10/2015,Hapoel Tel Aviv,11180000,41
08/10/2015,Hapoel Tel Aviv,11180000,41
09/10/2015,Hapoel Tel Aviv,11180000,41
10/10/2015,Hapoel Tel Aviv,11180000,41
11/10/2015,Hapoel Tel Aviv,11180000,41
12/10/2015,Hapoel Tel Aviv,11180000,41
13/10/2015,Hapoel Tel Aviv,11180000,41
14/10/2015,Hapoel Tel Aviv,11180000,41
15/10/2015,Hapoel Tel Aviv,11180000,41
16/10/2015,Hapoel Tel Aviv,11180000,41
17/10/2015,Hapoel Tel Aviv,11180000,41
18/10/2015,Hapoel Tel Aviv,11180000,41
19/10/2015,Hapoel Tel Aviv,11180000,41
20/10/2015,Hapoel Tel Aviv,11180000,41
21/10/2015,Hapoel Tel Aviv,11180000,41
22/10/2015,Hapoel Tel Aviv,11180000,41
23/10/2015,Hapoel Tel Aviv,11180000,41
24/10/2015,Hapoel Tel Aviv,11180000,41
25/10/2015,Hapoel Tel Aviv,11180000,41
26/10/2015,Hapoel Tel Aviv,11180000,41
27/10/2015,Hapoel Tel Aviv,11180000,41
28/10/2015,Hapoel Tel Aviv,11180000,41
29/10/2015,Hapoel Tel Aviv,11180000,41
30/10/2015,Hapoel Tel Aviv,11180000,41
31/10/2015,Hapoel Tel Aviv,11180000,41
01/11/2015,Hapoel Tel Aviv,11480000,43
02/11/2015,Hapoel Tel Aviv,11480000,43
03/11/2015,Hapoel Tel Aviv,11480000,43
04/11/2015,Hapoel Tel Aviv,11480000,43
05/11/2015,Hapoel Tel Aviv,11480000,43
06/11/2015,Hapoel Tel Aviv,11480000,43
07/11/2015,Hapoel Tel Aviv,11480000,43
08/11/2015,Hapoel Tel Aviv,11480000,43
09/11/2015,Hapoel Tel Aviv,11480000,43
10/11/2015,Hapoel Tel Aviv,11480000,43
11/11/2015,Hapoel Tel Aviv,11480000,43
12/11/2015,Hapoel Tel Aviv,11480000,43
13/11/2015,Hapoel Tel Aviv,11480000,43
14/11/2015,Hapoel Tel Aviv,11480000,43
15/11/2015,Hapoel Tel Aviv,11280000,41
16/11/2015,Hapoel Tel Aviv,11280000,41
17/11/2015,Hapoel Tel Aviv,11280000,41
18/11/2015,Hapoel Tel Aviv,11280000,41
19/11/2015,Hapoel Tel Aviv,11280000,41
20/11/2015,Hapoel Tel Aviv,11280000,41
21/11/2015,Hapoel Tel Aviv,11280000,41
22/11/2015,Hapoel Tel Aviv,11280000,41
23/11/2015,Hapoel Tel Aviv,11280000,41
24/11/2015,Hapoel Tel Aviv,11280000,41
25/11/2015,Hapoel Tel Aviv,11280000,41
26/11/2015,Hapoel Tel Aviv,11280000,41
27/11/2015,Hapoel Tel Aviv,11280000,41
28/11/2015,Hapoel Tel Aviv,11280000,41
29/11/2015,Hapoel Tel Aviv,11280000,41
30/11/2015,Hapoel Tel Aviv,11280000,41
01/12/2015,Hapoel Tel Aviv,11280000,41
02/12/2015,Hapoel Tel Aviv,11280000,41
03/12/2015,Hapoel Tel Aviv,11280000,41
04/12/2015,Hapoel Tel Aviv,11280000,41
05/12/2015,Hapoel Tel Aviv,11280000,41
06/12/2015,Hapoel Tel Aviv,11280000,41
07/12/2015,Hapoel Tel Aviv,11280000,41
08/12/2015,Hapoel Tel Aviv,11280000,41
09/12/2015,Hapoel Tel Aviv,11280000,41
10/12/2015,Hapoel Tel Aviv,11280000,41
11/12/2015,Hapoel Tel Aviv,11280000,41
12/12/2015,Hapoel Tel Aviv,11280000,41
13/12/2015,Hapoel Tel Aviv,11280000,41
14/12/2015,Hapoel Tel Aviv,11280000,41
15/12/2015,Hapoel Tel Aviv,11130000,39
16/12/2015,Hapoel Tel Aviv,11130000,39
17/12/2015,Hapoel Tel Aviv,11130000,39
18/12/2015,Hapoel Tel Aviv,11130000,39
19/12/2015,Hapoel Tel Aviv,11130000,39
20/12/2015,Hapoel Tel Aviv,11130000,39
21/12/2015,Hapoel Tel Aviv,11130000,39
22/12/2015,Hapoel Tel Aviv,11130000,39
23/12/2015,Hapoel Tel Aviv,11130000,39
24/12/2015,Hapoel Tel Aviv,11130000,39
25/12/2015,Hapoel Tel Aviv,11130000,39
26/12/2015,Hapoel Tel Aviv,11130000,39
27/12/2015,Hapoel Tel Aviv,11130000,39
28/12/2015,Hapoel Tel Aviv,11130000,39
29/12/2015,Hapoel Tel Aviv,11130000,39
30/12/2015,Hapoel Tel Aviv,11130000,39
31/12/2015,Hapoel Tel Aviv,11130000,39
01/01/2016,Hapoel Tel Aviv,9780000,35
02/01/2016,Hapoel Tel Aviv,9780000,35
03/01/2016,Hapoel Tel Aviv,9780000,35
04/01/2016,Hapoel Tel Aviv,9780000,35
05/01/2016,Hapoel Tel Aviv,9780000,35
06/01/2016,Hapoel Tel Aviv,9780000,35
07/01/2016,Hapoel Tel Aviv,9780000,35
08/01/2016,Hapoel Tel Aviv,9780000,35
09/01/2016,Hapoel Tel Aviv,9780000,35
10/01/2016,Hapoel Tel Aviv,9780000,35
11/01/2016,Hapoel Tel Aviv,9780000,35
12/01/2016,Hapoel Tel Aviv,9780000,35
13/01/2016,Hapoel Tel Aviv,9780000,35
14/01/2016,Hapoel Tel Aviv,9780000,35
15/01/2016,Hapoel Tel Aviv,9180000,27
16/01/2016,Hapoel Tel Aviv,9180000,27
17/01/2016,Hapoel Tel Aviv,9180000,27
18/01/2016,Hapoel Tel Aviv,9180000,27
19/01/2016,Hapoel Tel Aviv,9180000,27
20/01/2016,Hapoel Tel Aviv,9180000,27
21/01/2016,Hapoel Tel Aviv,9180000,27
22/01/2016,Hapoel Tel Aviv,9180000,27
23/01/2016,Hapoel Tel Aviv,9180000,27
24/01/2016,Hapoel Tel Aviv,9180000,27
25/01/2016,Hapoel Tel Aviv,9180000,27
26/01/2016,Hapoel Tel Aviv,9180000,27
27/01/2016,Hapoel Tel Aviv,9180000,27
28/01/2016,Hapoel Tel Aviv,9180000,27
29/01/2016,Hapoel Tel Aviv,9180000,27
30/01/2016,Hapoel Tel Aviv,9180000,27
31/01/2016,Hapoel Tel Aviv,9180000,27
01/02/2016,Hapoel Tel Aviv,8280000,24
02/02/2016,Hapoel Tel Aviv,8280000,24
03/02/2016,Hapoel Tel Aviv,8280000,24
04/02/2016,Hapoel Tel Aviv,8280000,24
05/02/2016,Hapoel Tel Aviv,8280000,24
06/02/2016,Hapoel Tel Aviv,8280000,24
07/02/2016,Hapoel Tel Aviv,8280000,24
08/02/2016,Hapoel Tel Aviv,8280000,24
09/02/2016,Hapoel Tel Aviv,8280000,24
10/02/2016,Hapoel Tel Aviv,8280000,24
11/02/2016,Hapoel Tel Aviv,8280000,24
12/02/2016,Hapoel Tel Aviv,8280000,24
13/02/2016,Hapoel Tel Aviv,8280000,24
14/02/2016,Hapoel Tel Aviv,8280000,24
15/02/2016,Hapoel Tel Aviv,9330000,24
16/02/2016,Hapoel Tel Aviv,9330000,24
17/02/2016,Hapoel Tel Aviv,9330000,24
18/02/2016,Hapoel Tel Aviv,9330000,24
19/02/2016,Hapoel Tel Aviv,9330000,24
20/02/2016,Hapoel Tel Aviv,9330000,24
21/02/2016,Hapoel Tel Aviv,9330000,24
22/02/2016,Hapoel Tel Aviv,9330000,24
23/02/2016,Hapoel Tel Aviv,9330000,24
24/02/2016,Hapoel Tel Aviv,9330000,24
25/02/2016,Hapoel Tel Aviv,9330000,24
26/02/2016,Hapoel Tel Aviv,9330000,24
27/02/2016,Hapoel Tel Aviv,9330000,24
28/02/2016,Hapoel Tel Aviv,9330000,24
29/02/2016,Hapoel Tel Aviv,9330000,24
01/03/2016,Hapoel Tel Aviv,9330000,24
02/03/2016,Hapoel Tel Aviv,9330000,24
03/03/2016,Hapoel Tel Aviv,9330000,24
04/03/2016,Hapoel Tel Aviv,9330000,24
05/03/2016,Hapoel Tel Aviv,9330000,24
06/03/2016,Hapoel Tel Aviv,9330000,24
07/03/2016,Hapoel Tel Aviv,9330000,24
08/03/2016,Hapoel Tel Aviv,9330000,24
09/03/2016,Hapoel Tel Aviv,9330000,24
10/03/2016,Hapoel Tel Aviv,9330000,24
11/03/2016,Hapoel Tel Aviv,9330000,24
12/03/2016,Hapoel Tel Aviv,9330000,24
13/03/2016,Hapoel Tel Aviv,9330000,24
14/03/2016,Hapoel Tel Aviv,9330000,24
15/03/2016,Hapoel Tel Aviv,9330000,24
16/03/2016,Hapoel Tel Aviv,9330000,24
17/03/2016,Hapoel Tel Aviv,9330000,24
18/03/2016,Hapoel Tel Aviv,9330000,24
19/03/2016,Hapoel Tel Aviv,9330000,24
20/03/2016,Hapoel Tel Aviv,9330000,24
21/03/2016,Hapoel Tel Aviv,9330000,24
22/03/2016,Hapoel Tel Aviv,9330000,24
23/03/2016,Hapoel Tel Aviv,9330000,24
24/03/2016,Hapoel Tel Aviv,9330000,24
25/03/2016,Hapoel Tel Aviv,9330000,24
26/03/2016,Hapoel Tel Aviv,9330000,24
27/03/2016,Hapoel Tel Aviv,9330000,24
28/03/2016,Hapoel Tel Aviv,9330000,24
29/03/2016,Hapoel Tel Aviv,9330000,24
30/03/2016,Hapoel Tel Aviv,9330000,24
31/03/2016,Hapoel Tel Aviv,9330000,24
01/04/2016,Hapoel Tel Aviv,9330000,24
02/04/2016,Hapoel Tel Aviv,9330000,24
03/04/2016,Hapoel Tel Aviv,9330000,24
04/04/2016,Hapoel Tel Aviv,9330000,24
05/04/2016,Hapoel Tel Aviv,9330000,24
06/04/2016,Hapoel Tel Aviv,9330000,24
07/04/2016,Hapoel Tel Aviv,9330000,24
08/04/2016,Hapoel Tel Aviv,9330000,24
09/04/2016,Hapoel Tel Aviv,9330000,24
10/04/2016,Hapoel Tel Aviv,9330000,24
11/04/2016,Hapoel Tel Aviv,9330000,24
12/04/2016,Hapoel Tel Aviv,9330000,24
13/04/2016,Hapoel Tel Aviv,9330000,24
14/04/2016,Hapoel Tel Aviv,9330000,24
15/04/2016,Hapoel Tel Aviv,9330000,24
16/04/2016,Hapoel Tel Aviv,9330000,24
17/04/2016,Hapoel Tel Aviv,9330000,24
18/04/2016,Hapoel Tel Aviv,9330000,24
19/04/2016,Hapoel Tel Aviv,9330000,24
20/04/2016,Hapoel Tel Aviv,9330000,24
21/04/2016,Hapoel Tel Aviv,9330000,24
22/04/2016,Hapoel Tel Aviv,9330000,24
23/04/2016,Hapoel Tel Aviv,9330000,24
24/04/2016,Hapoel Tel Aviv,9330000,24
25/04/2016,Hapoel Tel Aviv,9330000,24
26/04/2016,Hapoel Tel Aviv,9330000,24
27/04/2016,Hapoel Tel Aviv,9330000,24
28/04/2016,Hapoel Tel Aviv,9330000,24
29/04/2016,Hapoel Tel Aviv,9330000,24
30/04/2016,Hapoel Tel Aviv,9330000,24
01/05/2016,Hapoel Tel Aviv,10650000,24
02/05/2016,Hapoel Tel Aviv,10650000,24
03/05/2016,Hapoel Tel Aviv,10650000,24
04/05/2016,Hapoel Tel Aviv,10650000,24
05/05/2016,Hapoel Tel Aviv,10650000,24
06/05/2016,Hapoel Tel Aviv,10650000,24
07/05/2016,Hapoel Tel Aviv,10650000,24
08/05/2016,Hapoel Tel Aviv,10650000,24
09/05/2016,Hapoel Tel Aviv,10650000,24
10/05/2016,Hapoel Tel Aviv,10650000,24
11/05/2016,Hapoel Tel Aviv,10650000,24
12/05/2016,Hapoel Tel Aviv,10650000,24
13/05/2016,Hapoel Tel Aviv,10650000,24
14/05/2016,Hapoel Tel Aviv,10650000,24
15/05/2016,Hapoel Tel Aviv,10650000,24
16/05/2016,Hapoel Tel Aviv,10650000,24
17/05/2016,Hapoel Tel Aviv,10650000,24
18/05/2016,Hapoel Tel Aviv,10650000,24
19/05/2016,Hapoel Tel Aviv,10650000,24
20/05/2016,Hapoel Tel Aviv,10650000,24
21/05/2016,Hapoel Tel Aviv,10650000,24
22/05/2016,Hapoel Tel Aviv,10650000,24
23/05/2016,Hapoel Tel Aviv,10650000,24
24/05/2016,Hapoel Tel Aviv,10650000,24
25/05/2016,Hapoel Tel Aviv,10650000,24
26/05/2016,Hapoel Tel Aviv,10650000,24
27/05/2016,Hapoel Tel Aviv,10650000,24
28/05/2016,Hapoel Tel Aviv,10650000,24
29/05/2016,Hapoel Tel Aviv,10650000,24
30/05/2016,Hapoel Tel Aviv,10650000,24
31/05/2016,Hapoel Tel Aviv,10650000,24
01/06/2016,Hapoel Tel Aviv,10650000,24
02/06/2016,Hapoel Tel Aviv,10650000,24
03/06/2016,Hapoel Tel Aviv,10650000,24
04/06/2016,Hapoel Tel Aviv,10650000,24
05/06/2016,Hapoel Tel Aviv,10650000,24
06/06/2016,Hapoel Tel Aviv,10650000,24
07/06/2016,Hapoel Tel Aviv,10650000,24
08/06/2016,Hapoel Tel Aviv,10650000,24
09/06/2016,Hapoel Tel Aviv,10650000,24
10/06/2016,Hapoel Tel Aviv,10650000,24
11/06/2016,Hapoel Tel Aviv,10650000,24
12/06/2016,Hapoel Tel Aviv,10650000,24
13/06/2016,Hapoel Tel Aviv,10650000,24
14/06/2016,Hapoel Tel Aviv,10650000,24
15/06/2016,Hapoel Tel Aviv,10650000,24
16/06/2016,Hapoel Tel Aviv,10650000,24
17/06/2016,Hapoel Tel Aviv,10650000,24
18/06/2016,Hapoel Tel Aviv,10650000,24
19/06/2016,Hapoel Tel Aviv,10650000,24
20/06/2016,Hapoel Tel Aviv,10650000,24
21/06/2016,Hapoel Tel Aviv,10650000,24
22/06/2016,Hapoel Tel Aviv,10650000,24
23/06/2016,Hapoel Tel Aviv,10650000,24
24/06/2016,Hapoel Tel Aviv,10650000,24
25/06/2016,Hapoel Tel Aviv,10650000,24
26/06/2016,Hapoel Tel Aviv,10650000,24
27/06/2016,Hapoel Tel Aviv,10650000,24
28/06/2016,Hapoel Tel Aviv,10650000,24
29/06/2016,Hapoel Tel Aviv,10650000,24
30/06/2016,Hapoel Tel Aviv,10650000,24
01/07/2016,Hapoel Tel Aviv,14150000,26
02/07/2016,Hapoel Tel Aviv,14150000,26
03/07/2016,Hapoel Tel Aviv,14150000,26
04/07/2016,Hapoel Tel Aviv,14150000,26
05/07/2016,Hapoel Tel Aviv,14150000,26
06/07/2016,Hapoel Tel Aviv,14150000,26
07/07/2016,Hapoel Tel Aviv,14150000,26
08/07/2016,Hapoel Tel Aviv,14150000,26
09/07/2016,Hapoel Tel Aviv,14150000,26
10/07/2016,Hapoel Tel Aviv,14150000,26
11/07/2016,Hapoel Tel Aviv,14150000,26
12/07/2016,Hapoel Tel Aviv,14150000,26
13/07/2016,Hapoel Tel Aviv,14150000,26
14/07/2016,Hapoel Tel Aviv,14150000,26
15/07/2016,Hapoel Tel Aviv,12750000,22
16/07/2016,Hapoel Tel Aviv,12750000,22
17/07/2016,Hapoel Tel Aviv,12750000,22
18/07/2016,Hapoel Tel Aviv,12750000,22
19/07/2016,Hapoel Tel Aviv,12750000,22
20/07/2016,Hapoel Tel Aviv,12750000,22
21/07/2016,Hapoel Tel Aviv,12750000,22
22/07/2016,Hapoel Tel Aviv,12750000,22
23/07/2016,Hapoel Tel Aviv,12750000,22
24/07/2016,Hapoel Tel Aviv,12750000,22
25/07/2016,Hapoel Tel Aviv,12750000,22
26/07/2016,Hapoel Tel Aviv,12750000,22
27/07/2016,Hapoel Tel Aviv,12750000,22
28/07/2016,Hapoel Tel Aviv,12750000,22
29/07/2016,Hapoel Tel Aviv,12750000,22
30/07/2016,Hapoel Tel Aviv,12750000,22
31/07/2016,Hapoel Tel Aviv,12750000,22
01/08/2016,Hapoel Tel Aviv,12750000,22
02/08/2016,Hapoel Tel Aviv,12750000,22
03/08/2016,Hapoel Tel Aviv,12750000,22
04/08/2016,Hapoel Tel Aviv,12750000,22
05/08/2016,Hapoel Tel Aviv,12750000,22
06/08/2016,Hapoel Tel Aviv,12750000,22
07/08/2016,Hapoel Tel Aviv,12750000,22
08/08/2016,Hapoel Tel Aviv,12750000,22
09/08/2016,Hapoel Tel Aviv,12750000,22
10/08/2016,Hapoel Tel Aviv,12750000,22
11/08/2016,Hapoel Tel Aviv,12750000,22
12/08/2016,Hapoel Tel Aviv,12750000,22
13/08/2016,Hapoel Tel Aviv,12750000,22
14/08/2016,Hapoel Tel Aviv,12750000,22
15/08/2016,Hapoel Tel Aviv,12450000,21
16/08/2016,Hapoel Tel Aviv,12450000,21
17/08/2016,Hapoel Tel Aviv,12450000,21
18/08/2016,Hapoel Tel Aviv,12450000,21
19/08/2016,Hapoel Tel Aviv,12450000,21
20/08/2016,Hapoel Tel Aviv,12450000,21
21/08/2016,Hapoel Tel Aviv,12450000,21
22/08/2016,Hapoel Tel Aviv,12450000,21
23/08/2016,Hapoel Tel Aviv,12450000,21
24/08/2016,Hapoel Tel Aviv,12450000,21
25/08/2016,Hapoel Tel Aviv,12450000,21
26/08/2016,Hapoel Tel Aviv,12450000,21
27/08/2016,Hapoel Tel Aviv,12450000,21
28/08/2016,Hapoel Tel Aviv,12450000,21
29/08/2016,Hapoel Tel Aviv,12450000,21
30/08/2016,Hapoel Tel Aviv,12450000,21
31/08/2016,Hapoel Tel Aviv,12450000,21
01/09/2016,Hapoel Tel Aviv,12750000,20
02/09/2016,Hapoel Tel Aviv,12750000,20
03/09/2016,Hapoel Tel Aviv,12750000,20
04/09/2016,Hapoel Tel Aviv,12750000,20
05/09/2016,Hapoel Tel Aviv,12750000,20
06/09/2016,Hapoel Tel Aviv,12750000,20
07/09/2016,Hapoel Tel Aviv,12750000,20
08/09/2016,Hapoel Tel Aviv,12750000,20
09/09/2016,Hapoel Tel Aviv,12750000,20
10/09/2016,Hapoel Tel Aviv,12750000,20
11/09/2016,Hapoel Tel Aviv,12750000,20
12/09/2016,Hapoel Tel Aviv,12750000,20
13/09/2016,Hapoel Tel Aviv,12750000,20
14/09/2016,Hapoel Tel Aviv,12750000,20
15/09/2016,Hapoel Tel Aviv,14350000,23
16/09/2016,Hapoel Tel Aviv,14350000,23
17/09/2016,Hapoel Tel Aviv,14350000,23
18/09/2016,Hapoel Tel Aviv,14350000,23
19/09/2016,Hapoel Tel Aviv,14350000,23
20/09/2016,Hapoel Tel Aviv,14350000,23
21/09/2016,Hapoel Tel Aviv,14350000,23
22/09/2016,Hapoel Tel Aviv,14350000,23
23/09/2016,Hapoel Tel Aviv,14350000,23
24/09/2016,Hapoel Tel Aviv,14350000,23
25/09/2016,Hapoel Tel Aviv,14350000,23
26/09/2016,Hapoel Tel Aviv,14350000,23
27/09/2016,Hapoel Tel Aviv,14350000,23
28/09/2016,Hapoel Tel Aviv,14350000,23
29/09/2016,Hapoel Tel Aviv,14350000,23
30/09/2016,Hapoel Tel Aviv,14350000,23
01/10/2016,Hapoel Tel Aviv,14350000,23
02/10/2016,Hapoel Tel Aviv,14350000,23
03/10/2016,Hapoel Tel Aviv,14350000,23
04/10/2016,Hapoel Tel Aviv,14350000,23
05/10/2016,Hapoel Tel Aviv,14350000,23
06/10/2016,Hapoel Tel Aviv,14350000,23
07/10/2016,Hapoel Tel Aviv,14350000,23
08/10/2016,Hapoel Tel Aviv,14350000,23
09/10/2016,Hapoel Tel Aviv,14350000,23
10/10/2016,Hapoel Tel Aviv,14350000,23
11/10/2016,Hapoel Tel Aviv,14350000,23
12/10/2016,Hapoel Tel Aviv,14350000,23
13/10/2016,Hapoel Tel Aviv,14350000,23
14/10/2016,Hapoel Tel Aviv,14350000,23
15/10/2016,Hapoel Tel Aviv,14350000,23
16/10/2016,Hapoel Tel Aviv,14350000,23
17/10/2016,Hapoel Tel Aviv,14350000,23
18/10/2016,Hapoel Tel Aviv,14350000,23
19/10/2016,Hapoel Tel Aviv,14350000,23
20/10/2016,Hapoel Tel Aviv,14350000,23
21/10/2016,Hapoel Tel Aviv,14350000,23
22/10/2016,Hapoel Tel Aviv,14350000,23
23/10/2016,Hapoel Tel Aviv,14350000,23
24/10/2016,Hapoel Tel Aviv,14350000,23
25/10/2016,Hapoel Tel Aviv,14350000,23
26/10/2016,Hapoel Tel Aviv,14350000,23
27/10/2016,Hapoel Tel Aviv,14350000,23
28/10/2016,Hapoel Tel Aviv,14350000,23
29/10/2016,Hapoel Tel Aviv,14350000,23
30/10/2016,Hapoel Tel Aviv,14350000,23
31/10/2016,Hapoel Tel Aviv,14350000,23
01/11/2016,Hapoel Tel Aviv,14350000,23
02/11/2016,Hapoel Tel Aviv,14350000,23
03/11/2016,Hapoel Tel Aviv,14350000,23
04/11/2016,Hapoel Tel Aviv,14350000,23
05/11/2016,Hapoel Tel Aviv,14350000,23
06/11/2016,Hapoel Tel Aviv,14350000,23
07/11/2016,Hapoel Tel Aviv,14350000,23
08/11/2016,Hapoel Tel Aviv,14350000,23
09/11/2016,Hapoel Tel Aviv,14350000,23
10/11/2016,Hapoel Tel Aviv,14350000,23
11/11/2016,Hapoel Tel Aviv,14350000,23
12/11/2016,Hapoel Tel Aviv,14350000,23
13/11/2016,Hapoel Tel Aviv,14350000,23
14/11/2016,Hapoel Tel Aviv,14350000,23
15/11/2016,Hapoel Tel Aviv,14350000,23
16/11/2016,Hapoel Tel Aviv,14350000,23
17/11/2016,Hapoel Tel Aviv,14350000,23
18/11/2016,Hapoel Tel Aviv,14350000,23
19/11/2016,Hapoel Tel Aviv,14350000,23
20/11/2016,Hapoel Tel Aviv,14350000,23
21/11/2016,Hapoel Tel Aviv,14350000,23
22/11/2016,Hapoel Tel Aviv,14350000,23
23/11/2016,Hapoel Tel Aviv,14350000,23
24/11/2016,Hapoel Tel Aviv,14350000,23
25/11/2016,Hapoel Tel Aviv,14350000,23
26/11/2016,Hapoel Tel Aviv,14350000,23
27/11/2016,Hapoel Tel Aviv,14350000,23
28/11/2016,Hapoel Tel Aviv,14350000,23
29/11/2016,Hapoel Tel Aviv,14350000,23
30/11/2016,Hapoel Tel Aviv,14350000,23
01/12/2016,Hapoel Tel Aviv,14350000,23
02/12/2016,Hapoel Tel Aviv,14350000,23
03/12/2016,Hapoel Tel Aviv,14350000,23
04/12/2016,Hapoel Tel Aviv,14350000,23
05/12/2016,Hapoel Tel Aviv,14350000,23
06/12/2016,Hapoel Tel Aviv,14350000,23
07/12/2016,Hapoel Tel Aviv,14350000,23
08/12/2016,Hapoel Tel Aviv,14350000,23
09/12/2016,Hapoel Tel Aviv,14350000,23
10/12/2016,Hapoel Tel Aviv,14350000,23
11/12/2016,Hapoel Tel Aviv,14350000,23
12/12/2016,Hapoel Tel Aviv,14350000,23
13/12/2016,Hapoel Tel Aviv,14350000,23
14/12/2016,Hapoel Tel Aviv,14350000,23
15/12/2016,Hapoel Tel Aviv,14350000,23
16/12/2016,Hapoel Tel Aviv,14350000,23
17/12/2016,Hapoel Tel Aviv,14350000,23
18/12/2016,Hapoel Tel Aviv,14350000,23
19/12/2016,Hapoel Tel Aviv,14350000,23
20/12/2016,Hapoel Tel Aviv,14350000,23
21/12/2016,Hapoel Tel Aviv,14350000,23
