,date,kot,season,round_type,round,home_team,home_team_city,away_team,away_team_city,referee,attendance,home_score,away_score,home_won,away_won,draw,home_pos_b4_game,home_lg_b4_game,away_pos_b4_game,away_lg_b4_game,underdog,home_position,away_position,kot_15_16,kot_16_17,kot_17_18,kot_18_19,kot_19_20,kot_20_21,kot_21_22,kot_22_23,derby,while_world_cup,while_champion_league,while_european_games,home_promoted,home_league_pts,home_is_relegated,home_is_champion,away_promoted,away_league_pts,away_is_relegated,away_is_champion,game_stadium,capacity,att_ratio,ln(attendance),ln(capacity),built_in,stadium_age,stadium_age_squared,home_team_stadium,away_team_stadium,distance_in_km,home_key,away_key,day_of_week_num,day_of_week
1824,01/02/2020,18:30,2019,Regular Season,21,Hapoel Hadera,Hadera,Sekzia Ness Ziona,Ness Ziona,Roi Reinshreiber,1280,1,0,1,0,0,6,25,14,15,Sekzia Ness Ziona,6,14,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,28,,,0,15,,,Netanya,13800,0.092753623,7.154615357,9.532423871,2012,8,64,Netanya,HaMoshava,21.06862042,2019 - Regular Season - 21 - Hapoel Hadera,2019 - Regular Season - 21 - Sekzia Ness Ziona,5,Saturday
1825,01/02/2020,19:50,2019,Regular Season,21,Hapoel Tel Aviv,Tel Aviv,Hapoel Haifa,Haifa,Ziv Adler,10346,0,1,0,1,0,5,29,8,25,Hapoel Haifa,5,7,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,1,0,29,,,0,28,,,Bloomfield,29400,0.351904762,9.244355251,10.28874995,1962,58,3364,Bloomfield,Sammy Ofer,83.34157294,2019 - Regular Season - 21 - Hapoel Tel Aviv,2019 - Regular Season - 21 - Hapoel Haifa,5,Saturday
1826,02/02/2020,20:15,2019,Regular Season,21,Beitar Jerusalem,Jerusalem,Bnei Yehuda Tel Aviv,Tel Aviv,Orel Grinfeld,9500,1,3,0,1,0,3,40,9,24,Bnei Yehuda Tel Aviv,3,8,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,40,,,0,27,,,Teddy,31733,0.299372893,9.159047078,10.36511243,1990,30,900,Teddy,Bloomfield,52.53896814,2019 - Regular Season - 21 - Beitar Jerusalem,2019 - Regular Season - 21 - Bnei Yehuda Tel Aviv,6,Sunday
1827,03/02/2020,20:15,2019,Regular Season,22,Maccabi Tel Aviv,Tel Aviv,Hapoel Raanana,Raanana,Igal Frid,15462,2,1,1,0,0,1,51,13,16,Hapoel Raanana,1,13,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,54,,,0,16,,,Bloomfield,29400,0.525918367,9.64614068,10.28874995,1962,58,3364,Bloomfield,Ramat Gan,8.03908902,2019 - Regular Season - 22 - Maccabi Tel Aviv,2019 - Regular Season - 22 - Hapoel Raanana,0,Monday
1828,04/02/2020,19:00,2019,Regular Season,22,Sekzia Ness Ziona,Ness Ziona,FC Ashdod,Ashdod,Aviad Shiloah,180,0,2,0,1,0,14,15,10,22,Sekzia Ness Ziona,14,10,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,1,0,15,,,0,25,,,HaMoshava,11500,0.015652174,5.192956851,9.350102314,2011,9,81,HaMoshava,Yud-Alef,38.5117967,2019 - Regular Season - 22 - Sekzia Ness Ziona,2019 - Regular Season - 22 - FC Ashdod,1,Tuesday
1829,04/02/2020,19:00,2019,Regular Season,22,Ironi Kiryat Shmona,Kiryat Shmona,Hapoel Haifa,Haifa,Erez Papir,600,1,2,0,1,0,12,19,7,28,Ironi Kiryat Shmona,12,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,1,0,19,,,0,31,,,Kiryat Shmona Municipal,5300,0.113207547,6.396929655,8.5754621,1989,31,961,Kiryat Shmona Municipal,Sammy Ofer,74.01608129,2019 - Regular Season - 22 - Ironi Kiryat Shmona,2019 - Regular Season - 22 - Hapoel Haifa,1,Tuesday
1830,04/02/2020,20:15,2019,Regular Season,22,Maccabi Haifa,Haifa,Hapoel Tel Aviv,Tel Aviv,Shalom Ben Avraham,21594,5,0,1,0,0,2,46,5,29,Hapoel Tel Aviv,2,7,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,49,,,0,29,,,Sammy Ofer,30858,0.699786117,9.980170777,10.33715132,2014,6,36,Sammy Ofer,Bloomfield,83.34157294,2019 - Regular Season - 22 - Maccabi Haifa,2019 - Regular Season - 22 - Hapoel Tel Aviv,1,Tuesday
1831,05/02/2020,19:00,2019,Regular Season,22,Bnei Yehuda Tel Aviv,Tel Aviv,Hapoel Hadera,Hadera,Ohad Asulin,1400,0,1,0,1,0,8,27,6,28,Bnei Yehuda Tel Aviv,8,5,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,1,0,27,,,0,31,,,Bloomfield,29400,0.047619048,7.244227516,10.28874995,1962,58,3364,Bloomfield,Netanya,28.62028019,2019 - Regular Season - 22 - Bnei Yehuda Tel Aviv,2019 - Regular Season - 22 - Hapoel Hadera,2,Wednesday
1832,05/02/2020,20:00,2019,Regular Season,22,Maccabi Netanya,Netanya,Hapoel Beer Sheva,Beer Sheva,Orel Grinfeld,4700,1,1,0,0,1,9,26,4,34,Maccabi Netanya,9,4,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,27,,,0,35,,,Netanya,13800,0.34057971,8.455317788,9.532423871,2012,8,64,Netanya,Turner,113.4902168,2019 - Regular Season - 22 - Maccabi Netanya,2019 - Regular Season - 22 - Hapoel Beer Sheva,2,Wednesday
1833,05/02/2020,20:15,2019,Regular Season,22,Hapoel Kfar Saba,Kfar Saba,Beitar Jerusalem,Jerusalem,Snir Levi,4831,2,1,1,0,0,11,20,3,40,Hapoel Kfar Saba,11,3,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,23,,,0,40,,,HaMoshava,11500,0.420086957,8.482808765,9.350102314,2011,9,81,HaMoshava,Teddy,49.8367755,2019 - Regular Season - 22 - Hapoel Kfar Saba,2019 - Regular Season - 22 - Beitar Jerusalem,2,Wednesday
1834,08/02/2020,15:00,2019,Regular Season,23,Hapoel Tel Aviv,Tel Aviv,Ironi Kiryat Shmona,Kiryat Shmona,David Fucsman,5825,2,0,1,0,0,7,29,12,19,Ironi Kiryat Shmona,7,12,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,32,,,0,19,,,Bloomfield,29400,0.198129252,8.669914278,10.28874995,1962,58,3364,Bloomfield,Kiryat Shmona Municipal,149.2857438,2019 - Regular Season - 23 - Hapoel Tel Aviv,2019 - Regular Season - 23 - Ironi Kiryat Shmona,5,Saturday
1835,08/02/2020,17:30,2019,Regular Season,23,Hapoel Raanana,Raanana,Maccabi Netanya,Netanya,Eitan Shmuelevic,1143,1,2,0,1,0,13,16,9,27,Hapoel Raanana,13,9,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,16,,,0,30,,,HaMoshava,11500,0.099391304,7.041411664,9.350102314,2011,9,81,Ramat Gan,Netanya,21.83145929,2019 - Regular Season - 23 - Hapoel Raanana,2019 - Regular Season - 23 - Maccabi Netanya,5,Saturday
1836,08/02/2020,18:30,2019,Regular Season,23,Hapoel Hadera,Hadera,Hapoel Kfar Saba,Kfar Saba,Ziv Adler,1420,2,0,1,0,0,5,31,11,23,Hapoel Kfar Saba,5,11,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,34,,,0,23,,,Netanya,13800,0.102898551,7.258412151,9.532423871,2012,8,64,Netanya,HaMoshava,21.06862042,2019 - Regular Season - 23 - Hapoel Hadera,2019 - Regular Season - 23 - Hapoel Kfar Saba,5,Saturday
1837,08/02/2020,19:50,2019,Regular Season,23,Hapoel Haifa,Haifa,Maccabi Tel Aviv,Tel Aviv,Eli Hacmon,4445,1,1,0,0,1,6,31,1,54,Hapoel Haifa,6,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,1,0,32,,,0,55,,,Sammy Ofer,30858,0.144046925,8.399535148,10.33715132,2014,6,36,Sammy Ofer,Bloomfield,83.34157294,2019 - Regular Season - 23 - Hapoel Haifa,2019 - Regular Season - 23 - Maccabi Tel Aviv,5,Saturday
1838,09/02/2020,19:00,2019,Regular Season,23,FC Ashdod,Ashdod,Bnei Yehuda Tel Aviv,Tel Aviv,Idan Leiba,631,0,1,0,1,0,10,25,8,27,FC Ashdod,10,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,1,0,25,,,0,30,,,Yud-Alef,7800,0.080897436,6.447305863,8.961879013,1966,54,2916,Yud-Alef,Bloomfield,28.81191668,2019 - Regular Season - 23 - FC Ashdod,2019 - Regular Season - 23 - Bnei Yehuda Tel Aviv,6,Sunday
1839,09/02/2020,20:15,2019,Regular Season,23,Hapoel Beer Sheva,Beer Sheva,Sekzia Ness Ziona,Ness Ziona,Liran Liany,7217,3,0,1,0,0,4,35,14,15,Sekzia Ness Ziona,4,14,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,38,,,0,15,,,Turner,16126,0.447538137,8.884194633,9.688188155,2015,5,25,Turner,HaMoshava,92.49370356,2019 - Regular Season - 23 - Hapoel Beer Sheva,2019 - Regular Season - 23 - Sekzia Ness Ziona,6,Sunday
1840,10/02/2020,20:15,2019,Regular Season,23,Beitar Jerusalem,Jerusalem,Maccabi Haifa,Haifa,Roi Reinshreiber,19000,2,0,1,0,0,3,40,2,49,Beitar Jerusalem,3,2,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,43,,,0,49,,,Teddy,31733,0.598745785,9.852194258,10.36511243,1990,30,900,Teddy,Sammy Ofer,116.4007001,2019 - Regular Season - 23 - Beitar Jerusalem,2019 - Regular Season - 23 - Maccabi Haifa,0,Monday
1841,15/02/2020,15:00,2019,Regular Season,24,Maccabi Netanya,Netanya,Hapoel Haifa,Haifa,Shalom Ben Avraham,7629,0,0,0,0,1,9,30,6,32,Maccabi Netanya,8,7,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,31,,,0,33,,,Netanya,13800,0.552826087,8.939712054,9.532423871,2012,8,64,Netanya,Sammy Ofer,55.00741286,2019 - Regular Season - 24 - Maccabi Netanya,2019 - Regular Season - 24 - Hapoel Haifa,5,Saturday
1842,15/02/2020,17:30,2019,Regular Season,24,Bnei Yehuda Tel Aviv,Tel Aviv,Hapoel Beer Sheva,Beer Sheva,Gal Leibovitz,4400,0,1,0,1,0,8,30,4,38,Bnei Yehuda Tel Aviv,9,4,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,30,,,0,41,,,Bloomfield,29400,0.149659864,8.38935982,10.28874995,1962,58,3364,Bloomfield,Turner,86.29874526,2019 - Regular Season - 24 - Bnei Yehuda Tel Aviv,2019 - Regular Season - 24 - Hapoel Beer Sheva,5,Saturday
1843,15/02/2020,18:30,2019,Regular Season,24,Hapoel Kfar Saba,Kfar Saba,FC Ashdod,Ashdod,Tal Zetelman,891,1,3,0,1,0,11,23,10,25,Hapoel Kfar Saba,11,10,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,23,,,0,28,,,HaMoshava,11500,0.077478261,6.792344427,9.350102314,2011,9,81,HaMoshava,Yud-Alef,38.5117967,2019 - Regular Season - 24 - Hapoel Kfar Saba,2019 - Regular Season - 24 - FC Ashdod,5,Saturday
1844,15/02/2020,19:50,2019,Regular Season,24,Maccabi Haifa,Haifa,Hapoel Hadera,Hadera,Nael Odeh,17357,1,0,1,0,0,2,49,5,34,Hapoel Hadera,2,6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,1,0,52,,,0,34,,,Sammy Ofer,30858,0.562479746,9.761751162,10.33715132,2014,6,36,Sammy Ofer,Netanya,55.00741286,2019 - Regular Season - 24 - Maccabi Haifa,2019 - Regular Season - 24 - Hapoel Hadera,5,Saturday
1845,16/02/2020,19:00,2019,Regular Season,24,Sekzia Ness Ziona,Ness Ziona,Hapoel Raanana,Raanana,Snir Levi,248,3,0,1,0,0,14,15,13,16,Sekzia Ness Ziona,13,14,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,1,0,18,,,0,16,,,HaMoshava,11500,0.021565217,5.513428746,9.350102314,2011,9,81,HaMoshava,Ramat Gan,3.877538059,2019 - Regular Season - 24 - Sekzia Ness Ziona,2019 - Regular Season - 24 - Hapoel Raanana,6,Sunday
1846,16/02/2020,20:15,2019,Regular Season,24,Maccabi Tel Aviv,Tel Aviv,Ironi Kiryat Shmona,Kiryat Shmona,Aviad Shiloah,15890,3,0,1,0,0,1,55,12,19,Ironi Kiryat Shmona,1,12,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,58,,,0,19,,,Bloomfield,29400,0.54047619,9.67344526,10.28874995,1962,58,3364,Bloomfield,Kiryat Shmona Municipal,149.2857438,2019 - Regular Season - 24 - Maccabi Tel Aviv,2019 - Regular Season - 24 - Ironi Kiryat Shmona,6,Sunday
1847,17/02/2020,20:15,2019,Regular Season,24,Beitar Jerusalem,Jerusalem,Hapoel Tel Aviv,Tel Aviv,Igal Frid,22000,0,1,0,1,0,3,43,7,32,Hapoel Tel Aviv,3,5,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,43,,,0,35,,,Teddy,31733,0.693284593,9.998797732,10.36511243,1990,30,900,Teddy,Bloomfield,52.53896814,2019 - Regular Season - 24 - Beitar Jerusalem,2019 - Regular Season - 24 - Hapoel Tel Aviv,0,Monday
1848,22/02/2020,15:00,2019,Regular Season,25,Ironi Kiryat Shmona,Kiryat Shmona,Maccabi Netanya,Netanya,Ziv Adler,800,3,0,1,0,0,12,19,8,31,Ironi Kiryat Shmona,12,9,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,22,,,0,31,,,Kiryat Shmona Municipal,5300,0.150943396,6.684611728,8.5754621,1989,31,961,Kiryat Shmona Municipal,Netanya,121.2858395,2019 - Regular Season - 25 - Ironi Kiryat Shmona,2019 - Regular Season - 25 - Maccabi Netanya,5,Saturday
1849,22/02/2020,17:30,2019,Regular Season,25,FC Ashdod,Ashdod,Maccabi Haifa,Haifa,Erez Papir,5500,1,2,0,1,0,10,28,2,52,FC Ashdod,10,2,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,28,,,0,55,,,Yud-Alef,7800,0.705128205,8.612503371,8.961879013,1966,54,2916,Yud-Alef,Sammy Ofer,111.9142463,2019 - Regular Season - 25 - FC Ashdod,2019 - Regular Season - 25 - Maccabi Haifa,5,Saturday
1850,22/02/2020,18:30,2019,Regular Season,25,Hapoel Haifa,Haifa,Sekzia Ness Ziona,Ness Ziona,Gal Leibovitz,2711,2,0,1,0,0,7,33,13,18,Sekzia Ness Ziona,5,13,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,36,,,0,18,,,Sammy Ofer,30858,0.087854041,7.905072849,10.33715132,2014,6,36,Sammy Ofer,HaMoshava,75.84154504,2019 - Regular Season - 25 - Hapoel Haifa,2019 - Regular Season - 25 - Sekzia Ness Ziona,5,Saturday
1851,22/02/2020,19:50,2019,Regular Season,25,Hapoel Hadera,Hadera,Beitar Jerusalem,Jerusalem,Eli Hacmon,3862,1,4,0,1,0,6,34,3,43,Hapoel Hadera,7,3,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,1,0,34,,,0,46,,,Netanya,13800,0.279855072,8.258940463,9.532423871,2012,8,64,Netanya,Teddy,67.68303794,2019 - Regular Season - 25 - Hapoel Hadera,2019 - Regular Season - 25 - Beitar Jerusalem,5,Saturday
1852,23/02/2020,19:00,2019,Regular Season,25,Hapoel Raanana,Raanana,Bnei Yehuda Tel Aviv,Tel Aviv,Roi Reinshreiber,848,0,1,0,1,0,14,16,9,30,Hapoel Raanana,14,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,1,0,16,,,0,33,,,HaMoshava,11500,0.07373913,6.742880636,9.350102314,2011,9,81,Ramat Gan,Bloomfield,8.03908902,2019 - Regular Season - 25 - Hapoel Raanana,2019 - Regular Season - 25 - Bnei Yehuda Tel Aviv,6,Sunday
1853,23/02/2020,20:15,2019,Regular Season,25,Hapoel Beer Sheva,Beer Sheva,Hapoel Kfar Saba,Kfar Saba,Ohad Asulin,2697,3,1,1,0,0,4,41,11,23,Hapoel Kfar Saba,4,11,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,1,0,44,,,0,23,,,Netanya,13800,0.195434783,7.899895323,9.532423871,2012,8,64,Turner,HaMoshava,92.49370356,2019 - Regular Season - 25 - Hapoel Beer Sheva,2019 - Regular Season - 25 - Hapoel Kfar Saba,6,Sunday
1854,24/02/2020,20:15,2019,Regular Season,25,Maccabi Tel Aviv,Tel Aviv,Hapoel Tel Aviv,Tel Aviv,Liran Liany,26311,3,0,1,0,0,1,58,5,35,Hapoel Tel Aviv,1,6,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,1,0,0,1,0,61,,,0,35,,,Bloomfield,29400,0.894931973,10.17774238,10.28874995,1962,58,3364,Bloomfield,Bloomfield,0,2019 - Regular Season - 25 - Maccabi Tel Aviv,2019 - Regular Season - 25 - Hapoel Tel Aviv,0,Monday
1855,29/02/2020,15:00,2019,Regular Season,26,Hapoel Kfar Saba,Kfar Saba,Hapoel Raanana,Raanana,David Fucsman,1400,3,0,1,0,0,11,23,14,16,Hapoel Raanana,11,14,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,26,,,0,16,,,HaMoshava,11500,0.12173913,7.244227516,9.350102314,2011,9,81,HaMoshava,Ramat Gan,3.877538059,2019 - Regular Season - 26 - Hapoel Kfar Saba,2019 - Regular Season - 26 - Hapoel Raanana,5,Saturday
1856,29/02/2020,17:15,2019,Regular Season,26,Maccabi Netanya,Netanya,Maccabi Tel Aviv,Tel Aviv,Erez Papir,6600,0,1,0,1,0,9,31,1,61,Maccabi Netanya,9,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,1,0,31,,,0,64,,,Netanya,13800,0.47826087,8.794824928,9.532423871,2012,8,64,Netanya,Bloomfield,28.62028019,2019 - Regular Season - 26 - Maccabi Netanya,2019 - Regular Season - 26 - Maccabi Tel Aviv,5,Saturday
1857,29/02/2020,19:50,2019,Regular Season,26,Hapoel Tel Aviv,Tel Aviv,Hapoel Hadera,Hadera,Orel Grinfeld,10273,2,1,1,0,0,6,35,7,34,Hapoel Hadera,5,8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,0,0,0,1,0,38,,,0,34,,,Bloomfield,29400,0.349421769,9.237274373,10.28874995,1962,58,3364,Bloomfield,Netanya,28.62028019,2019 - Regular Season - 26 - Hapoel Tel Aviv,2019 - Regular Season - 26 - Hapoel Hadera,5,Saturday
